gene	cell_type	n_ad_with_reads	n_ct_with_reads	n_ad_total	n_ct_total	jackknife_max_change_ratio	jackknife_worst_donor	direction_consistency	dominant_isoform	verdict	note
ARFRP1	Excitatory_neuron	9	7	13	8	0.3757	SMC049	0.4444	ARFRP1-214	FAIL	Direction 0.44 < 0.6
ARHGAP12	Excitatory_neuron	11	7	13	8	0.408	SMC038	0.3636	ARHGAP12-205	FAIL	Direction 0.36 < 0.6
ARHGAP20	Excitatory_neuron	12	6	13	8	0.5343	SMC032	0.4167	ARHGAP20-202	FAIL	Jackknife 0.53 ≥ 0.5; Direction 0.42 < 0.6
ARHGAP21	Excitatory_neuron	12	8	13	8	0.2396	PO41	0.5833	ARHGAP21-217	FAIL	Direction 0.58 < 0.6
ARHGAP29	Excitatory_neuron	10	7	13	8	0.1963	PO11	0.6	ARHGAP29-201	PASS	
ARHGAP35	Excitatory_neuron	12	8	13	8	0.0077	PO05	1.0	ARHGAP35-206	PASS	
ARHGAP5	Excitatory_neuron	13	8	13	8	0.8679	SMC038	0.4615	ARHGAP5-209	FAIL	Jackknife 0.87 ≥ 0.5; Direction 0.46 < 0.6
ARHGEF11	Excitatory_neuron	10	6	13	8	0.7314	PO28	0.3	transcript244871.chr1.nnic	FAIL	Jackknife 0.73 ≥ 0.5; Direction 0.30 < 0.6
ARHGEF12	Excitatory_neuron	9	7	13	8	0.4755	SMC038	0.2222	transcript185267.chr11.nnic	FAIL	Direction 0.22 < 0.6
ARHGEF3	Excitatory_neuron	11	8	13	8	1.0015	SMC032	0.1818	ARHGEF3-203	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.18 < 0.6
ARHGEF4	Excitatory_neuron	13	8	13	8	0.3847	SMC049	0.1538	ARHGEF4-203	FAIL	Direction 0.15 < 0.6
ARHGEF7	Excitatory_neuron	9	8	13	8	1.168	SMC049	0.6667	ARHGEF7-211	FAIL	Jackknife 1.17 ≥ 0.5
ARHGEF9	Excitatory_neuron	12	8	13	8	0.1055	SMC049	0.9167	ARHGEF9-242	PASS	
ARID1B	Excitatory_neuron	13	8	13	8	0.5344	PO28	0.3846	ARID1B-214	FAIL	Jackknife 0.53 ≥ 0.5; Direction 0.38 < 0.6
ARID4A	Excitatory_neuron	13	8	13	8	0.2901	PO11	0.5385	ARID4A-204	FAIL	Direction 0.54 < 0.6
ARID4B	Excitatory_neuron	12	8	13	8	0.532	PO41	0.6667	ARID4B-201	FAIL	Jackknife 0.53 ≥ 0.5
ARIH2	Excitatory_neuron	12	6	13	8	0.3052	SMC039	0.5833	ARIH2-201	FAIL	Direction 0.58 < 0.6
ARL15	Excitatory_neuron	8	6	13	8	0.0558	SMC032	0.875	transcript73814.chr5.nnic	PASS	
ARL16	Excitatory_neuron	10	6	13	8	0.1948	SMC049	0.6	ARL16-212	PASS	
ARL17B	Excitatory_neuron	10	8	13	8	0.2842	SMC049	0.7	ARL17B-203	PASS	
ARL2	Excitatory_neuron	11	7	13	8	1.1627	SMC036	0.2727	ARL2-202	FAIL	Jackknife 1.16 ≥ 0.5; Direction 0.27 < 0.6
ARL3	Excitatory_neuron	11	6	13	8	0.3774	SMC049	0.4545	ARL3-201	FAIL	Direction 0.45 < 0.6
ARL4A	Excitatory_neuron	10	8	13	8	0.0992	SMC032	0.9	ARL4A-207	PASS	
ARL4C	Excitatory_neuron	12	8	13	8	1.0183	SMC032	0.25	ARL4C-201	FAIL	Jackknife 1.02 ≥ 0.5; Direction 0.25 < 0.6
ARL6	Excitatory_neuron	6	7	13	8	0.4497	SMC032	0.5	transcript156363.chr3.nic	FAIL	Direction 0.50 < 0.6
ARL8B	Excitatory_neuron	12	8	13	8	1.1229	SMC049	0.0833	ARL8B-201	FAIL	Jackknife 1.12 ≥ 0.5; Direction 0.08 < 0.6
ARMC8	Excitatory_neuron	11	7	13	8	0.8082	SMC049	0.2727	ARMC8-213	FAIL	Jackknife 0.81 ≥ 0.5; Direction 0.27 < 0.6
ARMC9	Excitatory_neuron	10	7	13	8	0.0974	SMC049	1.0	ARMC9-242	PASS	
ARMCX3	Excitatory_neuron	10	8	13	8	0.5166	SMC049	0.3	ARMCX3-203	FAIL	Jackknife 0.52 ≥ 0.5; Direction 0.30 < 0.6
ARMCX4	Excitatory_neuron	12	8	13	8	0.7475	SMC038	0.5833	ARMCX4-201	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.58 < 0.6
ARMCX5	Excitatory_neuron	12	7	13	8	0.9764	SMC049	0.5	ARMCX5-206	FAIL	Jackknife 0.98 ≥ 0.5; Direction 0.50 < 0.6
ARMCX5-GPRASP2	Excitatory_neuron	7	8	13	8	1.5061	SMC049	0.5714	ARMCX5-GPRASP2-211	FAIL	Jackknife 1.51 ≥ 0.5; Direction 0.57 < 0.6
ARMT1	Excitatory_neuron	11	7	13	8	1.0537	SMC039	0.0909	ARMT1-204	FAIL	Jackknife 1.05 ≥ 0.5; Direction 0.09 < 0.6
ARNT	Excitatory_neuron	7	6	13	8	0.6394	SMC049	0.5714	ARNT-202	FAIL	Jackknife 0.64 ≥ 0.5; Direction 0.57 < 0.6
ARNT2	Excitatory_neuron	11	6	13	8	0.3733	SMC049	0.3636	ARNT2-207	FAIL	Direction 0.36 < 0.6
ARPC5L	Excitatory_neuron	12	8	13	8	0.4037	SMC049	0.5833	ARPC5L-202	FAIL	Direction 0.58 < 0.6
ARPP21	Excitatory_neuron	13	8	13	8	0.1335	PO11	0.8462	ARPP21-236	PASS	
ASAH1	Excitatory_neuron	12	8	13	8	1.0019	SMC049	0.3333	ASAH1-244	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.33 < 0.6
ASB13	Excitatory_neuron	8	7	13	8	0.9188	SMC049	0.25	ASB13-202	FAIL	Jackknife 0.92 ≥ 0.5; Direction 0.25 < 0.6
ASB3	Excitatory_neuron	13	8	13	8	0.7263	SMC038	0.3846	ASB3-202	FAIL	Jackknife 0.73 ≥ 0.5; Direction 0.38 < 0.6
ASB7	Excitatory_neuron	10	7	13	8	0.1407	SMC038	0.6	ASB7-201	PASS	
ASB8	Excitatory_neuron	12	7	13	8	0.0768	SMC049	0.8333	ASB8-205	PASS	
ASCC3	Excitatory_neuron	12	7	13	8	0.2261	PO11	0.75	ASCC3-203	PASS	
ASH1L	Excitatory_neuron	12	8	13	8	0.0802	PO41	0.8333	ASH1L-215	PASS	
ASH2L	Excitatory_neuron	9	6	13	8	0.1514	SMC049	0.7778	ASH2L-202	PASS	
ASPH	Excitatory_neuron	12	7	13	8	0.15	SMC049	0.8333	ASPH-214	PASS	
ASPHD1	Excitatory_neuron	9	7	13	8	0.9046	SMC041	0.8889	transcript76204.chr16.nic	FAIL	Jackknife 0.90 ≥ 0.5
ASPSCR1	Excitatory_neuron	12	7	13	8	0.5745	SMC039	0.5	transcript141354.chr17.nic	FAIL	Jackknife 0.57 ≥ 0.5; Direction 0.50 < 0.6
ASTN1	Excitatory_neuron	11	8	13	8	0.055	PO11	1.0	transcript274052.chr1.nic	PASS	
ASTN2	Excitatory_neuron	7	8	13	8	0.1983	PO05	0.8571	ASTN2-202	PASS	
ASXL3	Excitatory_neuron	9	5	13	8	0.6748	PO28	0.4444	ASXL3-214	FAIL	Jackknife 0.67 ≥ 0.5; Direction 0.44 < 0.6
ATAD1	Excitatory_neuron	11	8	13	8	0.8014	SMC049	0.4545	ATAD1-201	FAIL	Jackknife 0.80 ≥ 0.5; Direction 0.45 < 0.6
ATAD2	Excitatory_neuron	8	8	13	8	0.0		1.0	ATAD2-204	PASS	
ATAD2B	Excitatory_neuron	13	8	13	8	0.6735	SMC041	0.2308	ATAD2B-201	FAIL	Jackknife 0.67 ≥ 0.5; Direction 0.23 < 0.6
ATCAY	Excitatory_neuron	12	8	13	8	0.8122	SMC041	0.0833	ATCAY-205	FAIL	Jackknife 0.81 ≥ 0.5; Direction 0.08 < 0.6
ATE1	Excitatory_neuron	8	5	13	8	0.4501	SMC049	0.5	ATE1-206	FAIL	Direction 0.50 < 0.6
ATF1	Excitatory_neuron	10	6	13	8	0.0		1.0	transcript69625.chr12.nnic	PASS	
ATF4	Excitatory_neuron	12	7	13	8	0.1605	SMC039	0.5	ATF4-203	FAIL	Direction 0.50 < 0.6
ATF7	Excitatory_neuron	7	6	13	8	1.5242	PO41	0.1429	ATF7-201	FAIL	Jackknife 1.52 ≥ 0.5; Direction 0.14 < 0.6
ATF7IP	Excitatory_neuron	11	6	13	8	0.2196	PO11	0.7273	ATF7IP-221	PASS	
ATG13	Excitatory_neuron	9	6	13	8	0.448	PO42	0.6667	ATG13-231	PASS	
ATG14	Excitatory_neuron	8	6	13	8	0.8103	SMC049	0.75	ATG14-201	FAIL	Jackknife 0.81 ≥ 0.5
ATG16L1	Excitatory_neuron	10	7	13	8	0.0506	SMC049	1.0	transcript399236.chr2.nnic	PASS	
ATG16L2	Excitatory_neuron	9	6	13	8	0.2091	SMC049	1.0	ATG16L2-203	PASS	
ATG4B	Excitatory_neuron	11	8	13	8	0.5999	SMC049	0.8182	ATG4B-220	FAIL	Jackknife 0.60 ≥ 0.5
ATG4C	Excitatory_neuron	10	6	13	8	0.1839	PO11	0.4	ATG4C-203	FAIL	Direction 0.40 < 0.6
ATG5	Excitatory_neuron	12	7	13	8	0.2588	SMC039	0.6667	ATG5-204	PASS	
ATG9A	Excitatory_neuron	9	6	13	8	0.189	SMC049	0.7778	ATG9A-205	PASS	
ATL1	Excitatory_neuron	11	7	13	8	0.1206	SMC049	0.8182	ATL1-223	PASS	
ATL2	Excitatory_neuron	10	8	13	8	0.9052	SMC049	0.6	ATL2-204	FAIL	Jackknife 0.91 ≥ 0.5
ATM	Excitatory_neuron	10	7	13	8	0.6228	PO28	0.4	ATM-253	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.40 < 0.6
ATMIN	Excitatory_neuron	8	5	13	8	0.3622	PO11	0.5	ATMIN-201	FAIL	Direction 0.50 < 0.6
ATOSA	Excitatory_neuron	11	7	13	8	0.2873	PO41	0.6364	ATOSA-204	PASS	
ATP13A3	Excitatory_neuron	11	8	13	8	0.0362	PO11	0.9091	ATP13A3-215	PASS	
ATP1A1	Excitatory_neuron	11	7	13	8	0.7823	SMC032	0.3636	ATP1A1-201	FAIL	Jackknife 0.78 ≥ 0.5; Direction 0.36 < 0.6
ATP1A2	Excitatory_neuron	10	8	13	8	0.0517	PO11	1.0	ATP1A2-201	PASS	
ATP1A3	Excitatory_neuron	9	8	13	8	0.7524	SMC038	0.3333	ATP1A3-207	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.33 < 0.6
ATP1B1	Excitatory_neuron	12	8	13	8	0.7683	SMC038	0.5833	ATP1B1-214	FAIL	Jackknife 0.77 ≥ 0.5; Direction 0.58 < 0.6
ATP1B3	Excitatory_neuron	10	6	13	8	0.9121	SMC038	0.2	ATP1B3-204	FAIL	Jackknife 0.91 ≥ 0.5; Direction 0.20 < 0.6
ATP23	Excitatory_neuron	8	7	13	8	0.0		1.0	transcript82912.chr12.nnic	PASS	
ATP2A2	Excitatory_neuron	12	8	13	8	0.3377	SMC049	0.5833	ATP2A2-203	FAIL	Direction 0.58 < 0.6
ATP2B1	Excitatory_neuron	13	8	13	8	0.1646	PO28	0.8462	ATP2B1-211	PASS	
ATP2B2	Excitatory_neuron	12	8	13	8	0.0657	SMC049	1.0	transcript18595.chr3.nic	PASS	
ATP2B3	Excitatory_neuron	9	7	13	8	0.0753	SMC032	0.8889	ATP2B3-208	PASS	
ATP2B4	Excitatory_neuron	8	6	13	8	0.4525	PO28	0.375	ATP2B4-201	FAIL	Direction 0.38 < 0.6
ATP2C1	Excitatory_neuron	11	7	13	8	0.988	SMC049	0.0909	ATP2C1-221	FAIL	Jackknife 0.99 ≥ 0.5; Direction 0.09 < 0.6
ATP5F1C	Excitatory_neuron	12	6	13	8	0.3182	SMC049	0.5833	ATP5F1C-202	FAIL	Direction 0.58 < 0.6
ATP5F1D	Excitatory_neuron	9	6	13	8	0.7569	SMC049	0.4444	ATP5F1D-201	FAIL	Jackknife 0.76 ≥ 0.5; Direction 0.44 < 0.6
ATP5IF1	Excitatory_neuron	13	8	13	8	0.3728	SMC049	0.7692	ATP5IF1-202	PASS	
ATP5MC3	Excitatory_neuron	9	7	13	8	0.1408	SMC038	0.8889	ATP5MC3-205	PASS	
ATP5MG	Excitatory_neuron	11	8	13	8	0.2885	SMC049	0.4545	ATP5MG-201	FAIL	Direction 0.45 < 0.6
ATP5PD	Excitatory_neuron	10	6	13	8	0.3841	SMC039	0.6	ATP5PD-204	PASS	
ATP5PF	Excitatory_neuron	6	4	13	8	0.4095	SMC032	0.6667	ATP5PF-204	PASS	
ATP6AP1	Excitatory_neuron	12	8	13	8	0.7328	SMC049	0.5	ATP6AP1-201	FAIL	Jackknife 0.73 ≥ 0.5; Direction 0.50 < 0.6
ATP6V0A1	Excitatory_neuron	12	8	13	8	0.0588	SMC032	0.9167	ATP6V0A1-201	PASS	
ATP6V0A2	Excitatory_neuron	10	6	13	8	0.3906	SMC039	0.7	ATP6V0A2-201	PASS	
ATP6V0B	Excitatory_neuron	11	7	13	8	1.088	SMC049	0.7273	ATP6V0B-205	FAIL	Jackknife 1.09 ≥ 0.5
ATP6V0D1	Excitatory_neuron	13	7	13	8	0.2169	SMC049	0.0	ATP6V0D1-201	FAIL	Direction 0.00 < 0.6
ATP6V1A	Excitatory_neuron	10	6	13	8	0.1445	SMC038	1.0	ATP6V1A-201	PASS	
ATP6V1B2	Excitatory_neuron	13	8	13	8	2.0477	SMC049	0.1538	ATP6V1B2-206	FAIL	Jackknife 2.05 ≥ 0.5; Direction 0.15 < 0.6
ATP6V1C1	Excitatory_neuron	11	8	13	8	0.0841	SMC038	0.8182	ATP6V1C1-202	PASS	
ATP6V1G1	Excitatory_neuron	10	8	13	8	0.8974	SMC049	0.3	ATP6V1G1-203	FAIL	Jackknife 0.90 ≥ 0.5; Direction 0.30 < 0.6
ATP6V1G2	Excitatory_neuron	12	8	13	8	0.1732	SMC049	0.75	ATP6V1G2-205	PASS	
ATP6V1H	Excitatory_neuron	12	8	13	8	0.3757	SMC049	0.75	ATP6V1H-201	PASS	
ATP8A1	Excitatory_neuron	12	7	13	8	0.5957	SMC049	0.9167	ATP8A1-202	FAIL	Jackknife 0.60 ≥ 0.5
ATP8A2	Excitatory_neuron	10	8	13	8	0.4486	SMC038	0.7	ATP8A2-212	PASS	
ATP9B	Excitatory_neuron	12	8	13	8	0.1589	PO11	0.8333	ATP9B-202	PASS	
ATR	Excitatory_neuron	11	8	13	8	0.2025	PO42	0.8182	ATR-201	PASS	
ATRN	Excitatory_neuron	9	7	13	8	0.0		1.0	ATRN-201	PASS	
ATRX	Excitatory_neuron	13	8	13	8	0.2885	SMC041	0.6154	ATRX-202	PASS	
ATXN2	Excitatory_neuron	12	8	13	8	0.1738	SMC032	0.5833	ATXN2-241	FAIL	Direction 0.58 < 0.6
ATXN3	Excitatory_neuron	11	8	13	8	0.4567	SMC041	0.7273	ATXN3-251	PASS	
ATXN7	Excitatory_neuron	11	8	13	8	0.7956	PO28	0.4545	ATXN7-214	FAIL	Jackknife 0.80 ≥ 0.5; Direction 0.45 < 0.6
ATXN7L1	Excitatory_neuron	8	8	13	8	0.1152	SMC038	0.875	ATXN7L1-209	PASS	
ATXN7L2	Excitatory_neuron	9	8	13	8	0.1316	PO11	0.6667	ATXN7L2-207	PASS	
AUP1	Excitatory_neuron	13	7	13	8	0.1166	SMC049	0.6154	AUP1-204	PASS	
AVL9	Excitatory_neuron	9	7	13	8	0.0		1.0	transcript44147.chr7.nnic	PASS	
AXIN2	Excitatory_neuron	11	6	13	8	0.6801	PO28	0.4545	AXIN2-202	FAIL	Jackknife 0.68 ≥ 0.5; Direction 0.45 < 0.6
AZIN1	Excitatory_neuron	10	8	13	8	0.2541	SMC032	0.4	AZIN1-202	FAIL	Direction 0.40 < 0.6
B2M	Excitatory_neuron	10	7	13	8	0.0682	PO11	0.9	B2M-211	PASS	
B3GALNT1	Excitatory_neuron	10	7	13	8	0.2844	SMC032	0.9	B3GALNT1-201	PASS	
B3GALT1	Excitatory_neuron	6	7	13	8	0.4589	SMC049	0.5	B3GALT1-201	FAIL	Direction 0.50 < 0.6
B3GLCT	Excitatory_neuron	9	6	13	8	0.2739	PO05	0.7778	B3GLCT-201	PASS	
B3GNTL1	Excitatory_neuron	8	6	13	8	1.0	SMC038	0.125	transcript144432.chr17.nnic	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.12 < 0.6
B4GALNT1	Excitatory_neuron	10	8	13	8	1.4949	SMC038	0.8	B4GALNT1-201	FAIL	Jackknife 1.49 ≥ 0.5
B4GALNT3	Excitatory_neuron	8	4	13	8	0.9052	SMC041	0.375	B4GALNT3-203	FAIL	Jackknife 0.91 ≥ 0.5; Direction 0.38 < 0.6
B4GALT3	Excitatory_neuron	9	7	13	8	0.2577	SMC049	0.8889	B4GALT3-207	PASS	
B4GALT4	Excitatory_neuron	8	5	13	8	0.0		1.0	transcript196875.chr3.nic	PASS	
B4GALT6	Excitatory_neuron	8	8	13	8	0.0		1.0	transcript33898.chr18.nic	PASS	
B9D1	Excitatory_neuron	7	5	13	8	0.0568	SMC049	1.0	transcript33321.chr17.nnic	PASS	
BAALC	Excitatory_neuron	12	7	13	8	0.3683	SMC049	0.5833	BAALC-205	FAIL	Direction 0.58 < 0.6
BAG1	Excitatory_neuron	7	5	13	8	0.0		1.0	BAG1-202	PASS	
BAIAP2	Excitatory_neuron	13	8	13	8	0.5756	SMC038	0.4615	BAIAP2-220	FAIL	Jackknife 0.58 ≥ 0.5; Direction 0.46 < 0.6
BAIAP3	Excitatory_neuron	7	6	13	8	0.941	PO41	0.2857	BAIAP3-204	FAIL	Jackknife 0.94 ≥ 0.5; Direction 0.29 < 0.6
BANP	Excitatory_neuron	10	8	13	8	1.1314	SMC049	0.5	BANP-229	FAIL	Jackknife 1.13 ≥ 0.5; Direction 0.50 < 0.6
BASP1-AS1	Excitatory_neuron	7	5	13	8	0.0		1.0	transcript25759.chr5.nnic	PASS	
BAZ2A	Excitatory_neuron	8	5	13	8	0.8394	PO28	0.75	BAZ2A-214	FAIL	Jackknife 0.84 ≥ 0.5
BAZ2B	Excitatory_neuron	13	8	13	8	0.3476	SMC049	0.6923	BAZ2B-202	PASS	
BBIP1	Excitatory_neuron	12	8	13	8	0.7909	SMC049	0.5	BBIP1-207	FAIL	Jackknife 0.79 ≥ 0.5; Direction 0.50 < 0.6
BBS1	Excitatory_neuron	10	8	13	8	0.2211	SMC049	0.8	BBS1-201	PASS	
BBS2	Excitatory_neuron	12	7	13	8	0.3879	SMC049	0.8333	BBS2-278	PASS	
BBS7	Excitatory_neuron	11	7	13	8	0.3135	SMC041	0.6364	BBS7-201	PASS	
BCAN	Excitatory_neuron	13	8	13	8	0.9921	SMC041	0.3846	BCAN-201	FAIL	Jackknife 0.99 ≥ 0.5; Direction 0.38 < 0.6
BCAR1	Excitatory_neuron	11	7	13	8	1.6799	SMC041	0.3636	BCAR1-212	FAIL	Jackknife 1.68 ≥ 0.5; Direction 0.36 < 0.6
BCAR3	Excitatory_neuron	10	5	13	8	0.5825	SMC039	0.6	BCAR3-201	FAIL	Jackknife 0.58 ≥ 0.5
BCAS3	Excitatory_neuron	11	7	13	8	0.0977	PO05	0.9091	BCAS3-202	PASS	
BCL11A	Excitatory_neuron	13	8	13	8	0.1314	SMC049	0.8462	BCL11A-219	PASS	
BCL2	Excitatory_neuron	11	8	13	8	0.3405	SMC049	0.8182	BCL2-202	PASS	
BCLAF1	Excitatory_neuron	13	8	13	8	0.2325	PO11	0.5385	BCLAF1-214	FAIL	Direction 0.54 < 0.6
BDH1	Excitatory_neuron	9	7	13	8	0.9708	SMC049	0.2222	BDH1-202	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.22 < 0.6
BDP1	Excitatory_neuron	13	8	13	8	0.0292	PO41	0.9231	BDP1-201	PASS	
BEND6	Excitatory_neuron	7	7	13	8	0.3604	SMC049	0.8571	BEND6-202	PASS	
BET1L	Excitatory_neuron	8	7	13	8	0.2769	SMC049	0.625	BET1L-203	PASS	
BEX4	Excitatory_neuron	12	8	13	8	0.4571	SMC038	0.6667	BEX4-202	PASS	
BICC1	Excitatory_neuron	8	5	13	8	0.1765	SMC038	0.75	BICC1-202	PASS	
BICD1	Excitatory_neuron	10	8	13	8	0.7438	PO41	0.4	BICD1-201	FAIL	Jackknife 0.74 ≥ 0.5; Direction 0.40 < 0.6
BID	Excitatory_neuron	8	5	13	8	0.9283	SMC049	0.75	BID-211	FAIL	Jackknife 0.93 ≥ 0.5
BIN1	Excitatory_neuron	13	8	13	8	0.4225	SMC049	0.6923	BIN1-202	PASS	
BIN3	Excitatory_neuron	11	8	13	8	0.2364	SMC041	0.5455	BIN3-201	FAIL	Direction 0.55 < 0.6
BIRC2	Excitatory_neuron	8	7	13	8	0.6736	PO41	0.25	transcript157937.chr11.nnic	FAIL	Jackknife 0.67 ≥ 0.5; Direction 0.25 < 0.6
BIRC6	Excitatory_neuron	10	8	13	8	0.0162	SMC049	0.9	transcript37347.chr2.nnic	PASS	
BLOC1S6	Excitatory_neuron	9	6	13	8	0.9538	SMC032	0.5556	BLOC1S6-201	FAIL	Jackknife 0.95 ≥ 0.5; Direction 0.56 < 0.6
BLTP1	Excitatory_neuron	12	8	13	8	0.3717	PO28	0.75	BLTP1-219	PASS	
BLZF1	Excitatory_neuron	11	8	13	8	0.7023	SMC041	0.4545	BLZF1-203	FAIL	Jackknife 0.70 ≥ 0.5; Direction 0.45 < 0.6
BMAL1	Excitatory_neuron	11	8	13	8	0.2344	SMC038	0.9091	BMAL1-222	PASS	
BMAL2	Excitatory_neuron	9	8	13	8	0.8608	SMC049	0.2222	transcript44712.chr12.nic	FAIL	Jackknife 0.86 ≥ 0.5; Direction 0.22 < 0.6
BMPR2	Excitatory_neuron	12	7	13	8	0.2375	PO11	0.0	BMPR2-202	FAIL	Direction 0.00 < 0.6
BMS1	Excitatory_neuron	13	8	13	8	1.0004	SMC041	0.4615	transcript93519.chr10.nnic	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.46 < 0.6
BOC	Excitatory_neuron	7	8	13	8	0.0		1.0	transcript171802.chr3.nic	PASS	
BOD1L1	Excitatory_neuron	10	7	13	8	0.7939	PO28	0.5	BOD1L1-201	FAIL	Jackknife 0.79 ≥ 0.5; Direction 0.50 < 0.6
BOK	Excitatory_neuron	8	7	13	8	1.1411	SMC041	0.375	BOK-201	FAIL	Jackknife 1.14 ≥ 0.5; Direction 0.38 < 0.6
BORCS5	Excitatory_neuron	11	7	13	8	0.5324	SMC049	0.5455	BORCS5-202	FAIL	Jackknife 0.53 ≥ 0.5; Direction 0.55 < 0.6
BPTF	Excitatory_neuron	12	7	13	8	0.1296	PO28	1.0	BPTF-215	PASS	
BRAF	Excitatory_neuron	9	8	13	8	0.3274	SMC049	0.7778	BRAF-220	PASS	
BRCC3	Excitatory_neuron	8	7	13	8	0.3953	SMC049	0.75	BRCC3-201	PASS	
BRD2	Excitatory_neuron	10	6	13	8	0.6183	SMC041	0.2	BRD2-219	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.20 < 0.6
BRD3OS	Excitatory_neuron	11	8	13	8	0.2742	SMC041	0.4545	BRD3OS-205	FAIL	Direction 0.45 < 0.6
BRD8	Excitatory_neuron	8	7	13	8	0.6163	SMC038	0.375	BRD8-201	FAIL	Jackknife 0.62 ≥ 0.5; Direction 0.38 < 0.6
BRD9	Excitatory_neuron	9	7	13	8	0.1569	SMC038	0.5556	BRD9-213	FAIL	Direction 0.56 < 0.6
BRINP2	Excitatory_neuron	9	8	13	8	0.3477	PO28	0.4444	BRINP2-201	FAIL	Direction 0.44 < 0.6
BROX	Excitatory_neuron	10	6	13	8	0.2939	SMC049	0.7	BROX-201	PASS	
BRPF1	Excitatory_neuron	8	4	13	8	0.3488	PO28	0.875	BRPF1-221	PASS	
BRSK2	Excitatory_neuron	8	5	13	8	0.1365	SMC049	0.875	transcript4128.chr11.nic	PASS	
BRWD1	Excitatory_neuron	11	8	13	8	1.3859	SMC049	0.8182	BRWD1-202	FAIL	Jackknife 1.39 ≥ 0.5
BRWD3	Excitatory_neuron	12	7	13	8	0.0		1.0	BRWD3-202	PASS	
BSCL2	Excitatory_neuron	12	7	13	8	0.048	SMC038	0.75	BSCL2-203	PASS	
BSDC1	Excitatory_neuron	11	8	13	8	0.4915	SMC038	0.2727	BSDC1-204	FAIL	Direction 0.27 < 0.6
BTBD7	Excitatory_neuron	9	6	13	8	0.1955	PO41	0.7778	BTBD7-202	PASS	
BTBD8	Excitatory_neuron	13	8	13	8	0.8104	SMC049	0.2308	BTBD8-208	FAIL	Jackknife 0.81 ≥ 0.5; Direction 0.23 < 0.6
BTBD9	Excitatory_neuron	11	7	13	8	0.495	SMC049	0.7273	transcript51920.chr6.nnic	PASS	
BTD	Excitatory_neuron	10	5	13	8	0.2825	SMC038	0.9	BTD-212	PASS	
BTF3L4	Excitatory_neuron	12	7	13	8	0.3384	SMC049	0.9167	BTF3L4-201	PASS	
BTN2A1	Excitatory_neuron	11	6	13	8	0.0962	SMC038	0.9091	BTN2A1-207	PASS	
BUB3	Excitatory_neuron	11	7	13	8	0.6674	SMC049	0.2727	BUB3-203	FAIL	Jackknife 0.67 ≥ 0.5; Direction 0.27 < 0.6
BUD31	Excitatory_neuron	7	4	13	8	0.1584	SMC032	0.8571	transcript143131.chr7.nic	PASS	
BZW2	Excitatory_neuron	12	7	13	8	0.3677	SMC049	0.8333	transcript25261.chr7.nic	PASS	
C10orf88	Excitatory_neuron	9	5	13	8	1.0026	SMC049	0.2222	transcript209727.chr10.nic	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.22 < 0.6
C10orf95-AS1	Excitatory_neuron	8	7	13	8	0.1545	SMC049	0.75	C10orf95-AS1-207	PASS	
C12orf43	Excitatory_neuron	12	7	13	8	1.0685	SMC049	0.0833	C12orf43-201	FAIL	Jackknife 1.07 ≥ 0.5; Direction 0.08 < 0.6
C15orf40	Excitatory_neuron	10	7	13	8	1.9603	SMC049	0.2	transcript125371.chr15.nic	FAIL	Jackknife 1.96 ≥ 0.5; Direction 0.20 < 0.6
C17orf80	Excitatory_neuron	9	6	13	8	1.398	SMC049	0.3333	C17orf80-205	FAIL	Jackknife 1.40 ≥ 0.5; Direction 0.33 < 0.6
C18orf25	Excitatory_neuron	11	8	13	8	0.3543	SMC049	0.6364	C18orf25-205	PASS	
C19orf12	Excitatory_neuron	11	7	13	8	1.1866	SMC049	0.2727	C19orf12-204	FAIL	Jackknife 1.19 ≥ 0.5; Direction 0.27 < 0.6
C1R	Excitatory_neuron	11	7	13	8	0.4346	SMC049	0.5455	C1R-214	FAIL	Direction 0.55 < 0.6
C1S	Excitatory_neuron	10	6	13	8	0.1073	SMC038	0.9	C1S-201	PASS	
C1orf131	Excitatory_neuron	9	6	13	8	0.0949	SMC049	0.7778	C1orf131-206	PASS	
C1orf52	Excitatory_neuron	11	6	13	8	0.7574	SMC039	0.6364	C1orf52-203	FAIL	Jackknife 0.76 ≥ 0.5
C22orf39	Excitatory_neuron	10	7	13	8	0.4684	SMC049	0.3	C22orf39-202	FAIL	Direction 0.30 < 0.6
C2CD2L	Excitatory_neuron	11	8	13	8	0.1756	SMC036	1.0	C2CD2L-211	PASS	
C2CD3	Excitatory_neuron	9	8	13	8	0.9249	SMC038	0.3333	C2CD3-236	FAIL	Jackknife 0.92 ≥ 0.5; Direction 0.33 < 0.6
C2CD5	Excitatory_neuron	12	8	13	8	0.2165	SMC049	0.9167	C2CD5-218	PASS	
