gene	go_name	score_top	score_bot	score_gap	score_ratio	dtu_top	frac_brain_top	brain_tpm_top	dtu_concordant	top_iso	bot_iso
SNAP91	Mitochondrion org	0.3408	0.0013	0.3396	269.38	0.6369	0.7219	90.111	True	ENST00000521743	ENST00000369694
DENND4C	Synaptic transmission	0.9792	0.0001	0.979	7069.9	-0.0038	0.1542	0.326	False	ENST00000380424	ENST00000380427
CSDE1	Neuron projection	0.9475	0.0059	0.9417	160.95	0.0322	0.898	22.632	False	ENST00000534699	ENST00000692044
NEIL2	Modulation of syn.trans	0.9818	0.0244	0.9574	40.3	0.0165	0.5411	6.202	False	ENST00000455213	ENST00000403422
ALK	MT cytoskeleton org	0.5241	0.0008	0.5233	650.22	0.4505	0.7647	1.224	True	ENST00000389048	ENST00000642122
GET1	Neurotrans. transport	0.7545	0.0103	0.7443	73.54	0.2292	0.8926	1.228	True	ENST00000650376	ENST00000415847
ARL17A	Synaptic transmission	0.9879	0.0039	0.9841	256.14	-0.0118	0.0408	0.169	False	ENST00000706258	ENST00000706248
CFAP36	Synapse assembly	0.8133	0.0127	0.8007	64.06	0.1712	0.4276	5.978	True	ENST00000403007	ENST00000406691
AIFM1	Neuron projection	0.9227	0.0165	0.9062	55.84	0.0657	0.4138	0.16	False	ENST00000460436	ENST00000346424
PARP2	Neuron projection	0.9838	0.0534	0.9304	18.44	0.0412	0.1879	8.273	False	ENST00000250416	ENST00000527915
DMTN	Neuron projection	0.9944	0.0023	0.9921	433.76	-0.0213	0.2014	36.843	False	ENST00000517600	ENST00000523782
RELN	Neuron projection	0.9896	0.067	0.9226	14.77	0.0481	0.0516	0.124	False	ENST00000424685	ENST00000428762
MPPE1	Neuron diff	0.4302	0.0553	0.3749	7.78	0.5951	1.0	0.676	True	ENST00000309976	ENST00000317235
TSPOAP1	Neuron dev	0.4879	0.0326	0.4553	14.96	0.5141	0.5977	25.843	True	ENST00000343736	ENST00000268893
STMN4	MT cytoskeleton org	0.4503	0.0043	0.4461	105.4	0.5215	0.8799	238.362	True	ENST00000265770	ENST00000519614
HDAC5	Neuron projection	0.9965	0.171	0.8255	5.83	0.142	0.26	8.451	True	ENST00000225983	ENST00000336057
DMTN	Synapse assembly	0.9945	0.0075	0.987	132.93	-0.0213	0.2014	36.843	False	ENST00000517600	ENST00000523782
SGK2	Ca2+ signaling	0.4783	0.022	0.4563	21.76	0.5089	0.9897	8.885	True	ENST00000423407	ENST00000341458
SGCE	Neuron projection	0.9746	0.0153	0.9593	63.77	0.0046	0.0061	0.079	False	ENST00000643903	ENST00000642933
DMTN	Synaptic transmission	0.9865	0.0014	0.9851	707.15	-0.0213	0.2014	36.843	False	ENST00000517600	ENST00000443491
CDKN2A	Synapse assembly	0.4809	0.0124	0.4686	38.9	0.4952	0.9134	0.553	True	ENST00000579755	ENST00000304494
PTPRS	Inflammatory response	0.7925	0.004	0.7885	200.51	0.1751	0.978	34.536	True	ENST00000592099	ENST00000588012
CDH4	Synapse assembly	0.7742	0.0156	0.7586	49.65	0.2041	0.6699	3.724	True	ENST00000614565	ENST00000543233
SYNE1	Neuron projection	0.8403	0.0014	0.8389	590.4	0.1235	0.1293	3.925	True	ENST00000495090	ENST00000537033
HNRNPC	Synaptic transmission	0.9482	0.0014	0.9468	678.34	0.0141	0.6713	91.381	False	ENST00000556897	ENST00000555309
NEIL2	Neurotrans. transport	0.9545	0.0103	0.9442	93.04	0.0165	0.5411	6.202	False	ENST00000455213	ENST00000403422
PCNX1	Neuron projection	0.7273	0.0906	0.6367	8.03	0.3223	0.9411	1.575	True	ENST00000439984	ENST00000554691
ARL17A	Synapse assembly	0.9958	0.0253	0.9705	39.4	-0.0118	0.0408	0.169	False	ENST00000706258	ENST00000706245
SACS	Oxidative stress resp	0.5752	0.01	0.5653	57.64	0.3929	1.0	0.126	True	ENST00000683367	ENST00000683270
TRIM9	Neuron projection	0.9582	0.0035	0.9547	271.92	0.0025	0.0179	1.438	False	ENST00000338969	ENST00000298355
NOVA1	Neuron projection	0.9917	0.0286	0.963	34.62	-0.0066	0.3712	11.676	False	ENST00000547619	ENST00000574031
CCAR1	Neuron dev	0.8392	0.0253	0.8139	33.16	0.1421	0.9683	2.478	True	ENST00000543719	ENST00000543225
IQCA1	Neuron projection	0.9926	0.0692	0.9234	14.34	0.0312	0.3644	3.484	False	ENST00000409907	ENST00000431676
MED24	MT-based movement	0.886	0.0011	0.8849	779.14	0.0688	0.6265	9.418	False	ENST00000501516	ENST00000394127
MTMR3	Synaptic transmission	0.9374	0.0901	0.8473	10.41	0.1062	0.2181	3.405	True	ENST00000351488	ENST00000323630
TSPOAP1	Neuron projection	0.4457	0.007	0.4387	63.56	0.5141	0.5977	25.843	True	ENST00000343736	ENST00000580669
DCC	Autophagy	0.4353	0.0236	0.4117	18.46	0.5409	0.8267	1.994	True	ENST00000442544	ENST00000581580
HNRNPC	Modulation of syn.trans	0.9413	0.0038	0.9374	244.73	0.0141	0.6713	91.381	False	ENST00000556897	ENST00000553753
HSPA12A	Neurotrans. transport	0.7339	0.0009	0.733	846.92	0.2166	0.3196	14.32	True	ENST00000635765	ENST00000674205
ITCH	Synaptic transmission	0.9578	0.0054	0.9525	177.85	-0.0038	0.0139	0.167	False	ENST00000660337	ENST00000665484
CDH18	MT cytoskeleton org	0.5539	0.0043	0.5496	129.62	0.3989	0.6378	12.172	True	ENST00000382275	ENST00000502796
GET1	Axon guidance	0.7245	0.0057	0.7188	126.21	0.2292	0.8926	1.228	True	ENST00000650376	ENST00000415847
TINF2	Neuron projection	0.9487	0.0072	0.9415	131.98	0.0064	0.0229	0.315	False	ENST00000558566	ENST00000557921
FSTL5	Inflammatory response	0.355	0.0415	0.3134	8.55	0.6341	0.7016	11.101	True	ENST00000306100	ENST00000379164
TMEM171	Synapse assembly	0.7866	0.0264	0.7602	29.84	0.1873	0.3806	0.667	True	ENST00000287773	ENST00000454765
AMPD2	Axon guidance	0.7792	0.0161	0.763	48.28	0.1842	0.6144	3.245	True	ENST00000667949	ENST00000528454
TRIM9	Synaptic transmission	0.9467	0.0024	0.9443	388.13	0.0025	0.0179	1.438	False	ENST00000338969	ENST00000298355
TINF2	Synaptic transmission	0.9425	0.0023	0.9402	402.15	0.0064	0.0229	0.315	False	ENST00000558566	ENST00000557921
TEX2	Mitochondrion org	0.6231	0.0931	0.53	6.7	0.4159	0.4851	11.492	True	ENST00000583501	ENST00000583097
ARHGEF7	Axon guidance	0.8386	0.0001	0.8385	6336.39	0.1072	0.1096	3.379	True	ENST00000646102	ENST00000544132
NPAS3	Synaptic transmission	0.9831	0.0472	0.9359	20.82	0.0096	0.5626	3.004	False	ENST00000356141	ENST00000551634
RNF31	Synapse assembly	0.995	0.0016	0.9934	632.58	-0.048	0.6607	4.785	False	ENST00000559533	ENST00000324103
AMPD2	Neuron diff	0.8127	0.0528	0.76	15.4	0.1842	0.6144	3.245	True	ENST00000667949	ENST00000528454
NOVA1	Synaptic transmission	0.9792	0.0283	0.9508	34.57	-0.0066	0.3712	11.676	False	ENST00000547619	ENST00000465357
NOVA1	Synapse assembly	0.9907	0.0399	0.9508	24.83	-0.0066	0.3712	11.676	False	ENST00000547619	ENST00000574031
CSDE1	Synapse assembly	0.9194	0.0079	0.9114	115.8	0.0322	0.898	22.632	False	ENST00000534699	ENST00000687759
TINF2	Synapse assembly	0.9476	0.0104	0.9371	90.77	0.0064	0.0229	0.315	False	ENST00000558566	ENST00000557921
ADAR	Neuron projection	0.72	0.0052	0.7148	138.85	0.2282	0.5201	12.404	True	ENST00000649042	ENST00000648231
PIGF	Neuron dev	0.828	0.002	0.826	406.72	0.1167	0.8847	20.465	True	ENST00000281382	ENST00000306465
KATNAL2	MT cytoskeleton org	0.565	0.0043	0.5607	132.22	0.3817	0.7331	0.953	True	ENST00000689545	ENST00000592005
MRPS5	Oxidative stress resp	0.5752	0.0976	0.4777	5.9	0.4645	0.9061	0.685	True	ENST00000695434	ENST00000695436
FOXP1	Axon guidance	0.7912	0.0001	0.7911	6822.54	0.151	0.1944	0.704	True	ENST00000648794	ENST00000648710
LRRTM1	Neuron projection	0.6224	0.0167	0.6057	37.21	0.3364	0.5615	5.632	True	ENST00000295057	ENST00000409148
NEIL2	Synapse assembly	0.9411	0.0156	0.9255	60.36	0.0165	0.5411	6.202	False	ENST00000455213	ENST00000403422
NOVA1	MT-based movement	0.9217	0.0031	0.9187	301.0	0.0224	0.5714	17.974	False	ENST00000465357	ENST00000574031
RUBCNL	Synaptic transmission	0.7819	0.0016	0.7804	496.14	0.1604	0.8994	0.293	True	ENST00000429979	ENST00000409879
DMD	Ca2+ homeostasis	0.7235	0.0072	0.7163	100.07	0.2236	0.4794	7.496	True	ENST00000682600	ENST00000681839
SLC8A3	Synaptic transmission	0.5512	0.0019	0.5493	288.4	0.3904	0.4949	6.17	True	ENST00000216568	ENST00000533541
MTMR3	Neurotrans. transport	0.8407	0.0103	0.8305	81.95	0.1062	0.2181	3.405	True	ENST00000351488	ENST00000323630
SLIT2	Ca2+ homeostasis	0.5211	0.0251	0.496	20.77	0.4406	1.0	1.908	True	ENST00000503837	ENST00000503823
VGLL4	Synapse assembly	0.4936	0.0033	0.4903	149.95	0.446	0.8532	2.857	True	ENST00000424529	ENST00000451674
HNRNPC	Synapse assembly	0.9377	0.0156	0.9221	60.13	0.0141	0.6713	91.381	False	ENST00000556897	ENST00000555914
AMPD2	Neuron dev	0.7988	0.0474	0.7514	16.85	0.1842	0.6144	3.245	True	ENST00000667949	ENST00000528454
MDGA2	Synapse assembly	0.4151	0.0678	0.3473	6.12	0.587	1.0	1.728	True	ENST00000399232	ENST00000357362
CCT8	Synaptic transmission	0.9405	0.0069	0.9336	136.67	0.0002	0.0083	0.886	False	ENST00000540844	ENST00000286788
CIBAR1	Axon guidance	0.3571	0.0057	0.3513	62.2	0.5816	0.6143	7.954	True	ENST00000522803	ENST00000522324
AFF2	Neuron dev	0.828	0.0303	0.7977	27.31	0.1351	0.4995	1.675	True	ENST00000342251	ENST00000370460
TSPOAP1	Neuron diff	0.4308	0.0136	0.4172	31.58	0.5141	0.5977	25.843	True	ENST00000343736	ENST00000268893
RNF31	Synaptic transmission	0.9801	0.0008	0.9793	1233.51	-0.048	0.6607	4.785	False	ENST00000559533	ENST00000699885
ARHGEF7	Neuron dev	0.8369	0.0135	0.8233	61.9	0.1072	0.1096	3.379	True	ENST00000646102	ENST00000317133
MAN1B1	Synaptic transmission	0.7535	0.0005	0.753	1434.21	0.1759	0.2159	0.219	True	ENST00000682117	ENST00000535144
ARMC9	Synapse assembly	0.8776	0.0055	0.8721	160.29	0.0555	0.1127	0.212	False	ENST00000682030	ENST00000683575
SRP9	Neuron projection	0.9222	0.0003	0.9219	3500.42	0.0043	0.0256	7.216	False	ENST00000651761	ENST00000366839
SORBS2	Synapse assembly	0.5223	0.0048	0.5176	109.67	0.4084	0.4096	8.458	True	ENST00000487836	ENST00000695411
TMEM171	Neuron projection	0.7484	0.0103	0.7382	72.87	0.1873	0.3806	0.667	True	ENST00000287773	ENST00000454765
ARHGEF7	Neuron diff	0.8436	0.0263	0.8173	32.09	0.1072	0.1096	3.379	True	ENST00000646102	ENST00000700426
STXBP5L	Synaptic transmission	0.7641	0.0017	0.7624	450.76	0.1618	0.162	2.079	True	ENST00000273666	ENST00000471454
UBE3B	Neuron dev	0.5174	0.0802	0.4372	6.45	0.4868	0.7169	0.606	True	ENST00000537063	ENST00000539599
KANK1	Synapse assembly	0.9349	0.0009	0.934	1077.31	-0.0113	0.0382	0.247	False	ENST00000382303	ENST00000689779
RNF31	Neuron projection	0.9723	0.002	0.9703	478.52	-0.048	0.6607	4.785	False	ENST00000559533	ENST00000324103
TMEM130	Neuron projection	0.6624	0.0367	0.6257	18.04	0.2944	0.5785	100.606	True	ENST00000339375	ENST00000416379
ABCB9	Synaptic transmission	0.965	0.0008	0.9642	1147.97	-0.0447	0.1778	0.868	False	ENST00000540285	ENST00000442833
FBXL13	MT cytoskeleton org	0.8409	0.0686	0.7724	12.26	0.1464	0.3794	0.083	True	ENST00000694870	ENST00000440067
KCNA2	Synapse assembly	0.8955	0.003	0.8926	301.08	0.026	0.0396	0.715	False	ENST00000675391	ENST00000485317
HNRNPR	Neuron projection	0.9184	0.0	0.9183	23395.16	-0.0	0.0	0.0	False	ENST00000302271	ENST00000374612
H3-3A	Synaptic transmission	0.9196	0.0139	0.9058	66.37	0.0109	0.097	0.286	False	ENST00000366816	ENST00000366814
TCF3	Axon guidance	0.7729	0.0113	0.7616	68.48	0.1548	0.2723	5.383	True	ENST00000593064	ENST00000592628
ABCB9	Synapse assembly	0.9735	0.0156	0.9579	62.43	-0.0447	0.1778	0.868	False	ENST00000540285	ENST00000344275
ADD2	Neuron projection	0.706	0.0002	0.7058	3424.68	0.206	0.8539	35.886	True	ENST00000264436	ENST00000355733
BSG	Inflammatory response	0.8171	0.0172	0.7999	47.48	0.1115	0.6159	2.018	True	ENST00000576984	ENST00000680326
TRIP12	Synaptic transmission	0.871	0.0008	0.8702	1085.25	0.0404	0.0408	0.549	False	ENST00000389044	ENST00000409677
ARHGEF7	Neurotrans. transport	0.805	0.0025	0.8025	319.9	0.1072	0.1096	3.379	True	ENST00000646102	ENST00000544132
ZNF148	MT-based movement	0.8922	0.0003	0.8919	2874.35	0.0177	0.3251	1.085	False	ENST00000700044	ENST00000471196
NEIL2	Synaptic transmission	0.9814	0.0901	0.8913	10.89	0.0165	0.5411	6.202	False	ENST00000455213	ENST00000403422
DZIP1L	Synapse assembly	0.9476	0.0156	0.932	60.77	-0.0243	0.8262	0.747	False	ENST00000327532	ENST00000469243
ABCB9	Neuron projection	0.9756	0.0241	0.9515	40.43	-0.0447	0.1778	0.868	False	ENST00000540285	ENST00000442833
MGAT4C	Neuron dev	0.5224	0.0135	0.5089	38.64	0.3968	0.6177	1.452	True	ENST00000611864	ENST00000620241
LIG4	Axon guidance	0.9035	0.0001	0.9034	8630.31	0.0023	0.0186	0.181	False	ENST00000685338	ENST00000686926
WDR45	Neuron projection	0.901	0.0043	0.8967	207.28	0.0089	0.0096	0.238	False	ENST00000635003	ENST00000376368
EPB41L5	Modulation of syn.trans	0.5267	0.0078	0.5189	67.72	0.3864	0.5981	0.723	True	ENST00000452780	ENST00000443902
AGBL4	Ca2+ signaling	0.69	0.0015	0.6885	448.16	0.2167	0.82	6.072	True	ENST00000371839	ENST00000371836
ZNF397	Neurotrans. transport	0.7175	0.0173	0.7002	41.41	0.205	1.0	1.996	True	ENST00000585800	ENST00000261333
PSME1	Axon guidance	0.9193	0.0057	0.9135	160.13	-0.0087	0.0157	0.556	False	ENST00000561435	ENST00000382708
PCDH15	MT cytoskeleton org	0.8513	0.0043	0.8471	199.24	0.0574	0.0685	0.389	False	ENST00000395430	ENST00000616114
HNRNPC	Neurotrans. transport	0.8902	0.0012	0.8889	717.02	0.0141	0.6713	91.381	False	ENST00000556897	ENST00000555309
ZNF623	Ca2+ homeostasis	0.7989	0.0211	0.7778	37.87	0.1251	0.7716	2.892	True	ENST00000501748	ENST00000458270
SLC3A1	Synapse assembly	0.6348	0.0004	0.6344	1673.14	0.2684	0.7103	0.65	True	ENST00000260649	ENST00000409740
IFI16	Neuron projection	0.7807	0.0241	0.7566	32.35	0.1459	0.6626	5.319	True	ENST00000566111	ENST00000368131
PTPRF	Neuron projection	0.7963	0.0675	0.7289	11.8	0.1736	0.2506	4.328	True	ENST00000617451	ENST00000414879
PIGBOS1	MT-based movement	0.8797	0.0007	0.879	1348.09	0.0233	0.3978	5.053	False	ENST00000567948	ENST00000436697
MED12L	Proteasome-UPS	0.4498	0.0071	0.4427	63.35	0.4587	0.9834	2.674	True	ENST00000687756	ENST00000273432
GCC2	Synaptic transmission	0.9507	0.0017	0.949	561.63	-0.0478	0.0016	0.004	False	ENST00000492785	ENST00000409896
TRIM9	Synapse assembly	0.9191	0.0209	0.8982	44.05	0.0025	0.0179	1.438	False	ENST00000338969	ENST00000298355
HIVEP3	Neuron dev	0.7533	0.0135	0.7398	55.72	0.1586	0.6134	1.857	True	ENST00000372583	ENST00000643665
AMPD2	Neuron projection	0.7904	0.0777	0.7127	10.17	0.1842	0.6144	3.245	True	ENST00000667949	ENST00000528454
ZNF268	Axon guidance	0.8011	0.0057	0.7954	139.55	0.1011	0.5324	1.804	True	ENST00000228289	ENST00000536899
TMEFF2	MT cytoskeleton org	0.309	0.0037	0.3052	82.79	0.5904	0.947	3.466	True	ENST00000392314	ENST00000409056
SLC8A1	Neuron dev	0.708	0.0082	0.6998	86.04	0.1956	0.2002	1.058	True	ENST00000705605	ENST00000417271
MAGI1	Neuron diff	0.6971	0.0065	0.6906	106.86	0.2035	0.2425	0.713	True	ENST00000460329	ENST00000463103
RAPGEF6	Proteasome-UPS	0.6234	0.0113	0.6122	55.39	0.2803	0.3021	1.004	True	ENST00000507093	ENST00000510071
EPB41	MT cytoskeleton org	0.8598	0.0067	0.853	127.72	0.0393	0.0393	0.179	False	ENST00000643173	ENST00000646260
AGBL4	Ca2+ homeostasis	0.7277	0.0521	0.6756	13.97	0.2167	0.82	6.072	True	ENST00000371839	ENST00000416121
DNMT3B	MT-based movement	0.3089	0.0003	0.3086	995.13	0.5834	1.0	0.411	True	ENST00000443239	ENST00000348286
PRKACB	Neuron diff	0.5956	0.0083	0.5873	71.96	0.3042	0.3331	68.76	True	ENST00000614872	ENST00000446538
PRKACB	Neuron dev	0.6002	0.0135	0.5867	44.39	0.3042	0.3331	68.76	True	ENST00000614872	ENST00000394839
GET1	Neuron dev	0.6753	0.0135	0.6617	49.94	0.2292	0.8926	1.228	True	ENST00000650376	ENST00000415847
TAF1A	MT cytoskeleton org	0.7059	0.0014	0.7045	520.38	0.1863	0.4223	1.771	True	ENST00000350027	ENST00000352967
FOXP1	Neuron diff	0.7447	0.0049	0.7398	152.94	0.151	0.1944	0.704	True	ENST00000648794	ENST00000498215
TNPO2	Neuron projection	0.8836	0.0189	0.8647	46.73	0.0248	0.526	3.624	False	ENST00000588216	ENST00000592287
ATP6V0E2	Synaptic transmission	0.7549	0.0036	0.7513	209.78	0.1381	0.3468	0.461	True	ENST00000421974	ENST00000479613
KANK1	Synaptic transmission	0.9009	0.0001	0.9007	6837.55	-0.0113	0.0382	0.247	False	ENST00000382303	ENST00000689779
PSME1	Neuron diff	0.9036	0.0071	0.8965	127.0	-0.0087	0.0157	0.556	False	ENST00000561435	ENST00000206451
RUNDC3A	Synapse assembly	0.9957	0.0192	0.9764	51.77	-0.0887	0.1036	17.902	False	ENST00000426726	ENST00000590941
LRP8	Synapse assembly	0.9913	0.0033	0.988	299.74	-0.101	0.6791	11.873	False	ENST00000306052	ENST00000662198
CDKN2A	Modulation of syn.trans	0.399	0.0074	0.3915	53.66	0.4952	0.9134	0.553	True	ENST00000579755	ENST00000304494
DTNA	Neuron projection	0.8868	0.0002	0.8866	5543.33	-0.0002	0.0	0.0	False	ENST00000598142	ENST00000597674
APBB2	Modulation of syn.trans	0.8076	0.0017	0.8059	468.3	0.0798	0.3046	6.692	False	ENST00000513140	ENST00000506352
TRIP12	Axon guidance	0.8461	0.0018	0.8443	468.52	0.0404	0.0408	0.549	False	ENST00000389044	ENST00000704585
FOXP1	Neuron dev	0.7463	0.0135	0.7328	55.2	0.151	0.1944	0.704	True	ENST00000648794	ENST00000649610
KLC1	Synapse assembly	0.629	0.0076	0.6214	83.12	0.2624	0.5562	42.303	True	ENST00000553286	ENST00000553436
LIG4	Neuron diff	0.8819	0.0005	0.8814	1744.97	0.0023	0.0186	0.181	False	ENST00000685338	ENST00000686926
ATP1B1	Neuron projection	0.7785	0.0021	0.7764	362.81	0.107	0.9626	91.014	True	ENST00000690184	ENST00000685762
ASIC3	Axon guidance	0.5788	0.0548	0.5241	10.57	0.3591	0.8801	2.396	True	ENST00000357922	ENST00000349064
PCDH11Y	Neuron projection	0.3389	0.0358	0.3032	9.47	0.5799	0.8876	3.507	True	ENST00000698851	ENST00000698927
SLC8A1	MT cytoskeleton org	0.6897	0.0026	0.6871	265.59	0.1956	0.2002	1.058	True	ENST00000705605	ENST00000417271
GOLGB1	Neuron projection	0.9153	0.0003	0.9149	2741.22	-0.0335	0.0431	0.133	False	ENST00000489400	ENST00000695008
DTNB	Neuron projection	0.621	0.0117	0.6093	53.2	0.2721	0.5119	6.461	True	ENST00000407186	ENST00000407038
RUNDC3A	Synaptic transmission	0.9881	0.018	0.9701	54.89	-0.0887	0.1036	17.902	False	ENST00000426726	ENST00000590941
ARHGEF7	Modulation of syn.trans	0.7746	0.0008	0.7738	1020.1	0.1072	0.1096	3.379	True	ENST00000646102	ENST00000375741
SLC8A3	Neuron projection	0.506	0.0155	0.4904	32.6	0.3904	0.4949	6.17	True	ENST00000216568	ENST00000533541
VPS45	Oxidative stress resp	0.6023	0.0184	0.5838	32.7	0.2965	0.629	3.848	True	ENST00000643970	ENST00000644704
MAPT	Neuron projection	0.4272	0.0026	0.4246	161.81	0.4547	0.8495	65.699	True	ENST00000535772	ENST00000351559
PTPDC1	Synapse assembly	0.6913	0.0071	0.6843	97.65	0.1946	0.5999	2.645	True	ENST00000288976	ENST00000620992
METTL21A	Synapse assembly	0.9203	0.0156	0.9047	59.02	-0.026	0.7913	5.954	False	ENST00000458426	ENST00000448007
DOCK10	Synaptic transmission	0.8685	0.0197	0.8488	44.09	0.0297	0.5826	9.838	False	ENST00000698072	ENST00000645028
GABRD	Ca2+ homeostasis	0.7373	0.0311	0.7062	23.72	0.1716	0.8495	27.19	True	ENST00000378585	ENST00000638771
GLUD1	Synaptic transmission	0.8791	0.0023	0.8768	378.21	0.001	0.0053	0.771	False	ENST00000684546	ENST00000684338
TCF3	Neuron projection	0.7296	0.0091	0.7206	80.57	0.1548	0.2723	5.383	True	ENST00000593064	ENST00000590684
PLEKHG5	Inflammatory response	0.7556	0.0063	0.7493	119.25	0.126	0.583	4.176	True	ENST00000377732	ENST00000537245
SLC8A1	Neuron diff	0.682	0.0026	0.6794	260.24	0.1956	0.2002	1.058	True	ENST00000705605	ENST00000417271
BCLAF1	Synaptic transmission	0.6377	0.0023	0.6354	274.66	0.2396	0.8958	5.226	True	ENST00000527759	ENST00000529826
SLC8A1	Neuron projection	0.6817	0.003	0.6787	228.15	0.1956	0.2002	1.058	True	ENST00000705605	ENST00000417271
PDLIM2	Synapse assembly	0.8984	0.0038	0.8945	234.77	-0.0212	0.8836	2.8	False	ENST00000397761	ENST00000409141
ZNF397	Synaptic transmission	0.6753	0.0076	0.6677	88.89	0.205	1.0	1.996	True	ENST00000585800	ENST00000261333
MYT1L	Neuron projection	0.799	0.0025	0.7966	323.11	0.0744	0.0744	2.981	False	ENST00000650485	ENST00000644820
MAGI1	Oxidative stress resp	0.7263	0.0593	0.667	12.26	0.2035	0.2425	0.713	True	ENST00000460329	ENST00000463103
CCDC30	Axon guidance	0.8228	0.002	0.8208	408.07	0.0494	0.0924	0.199	False	ENST00000664805	ENST00000668663
ODF2L	Synapse assembly	0.9866	0.0021	0.9845	464.32	-0.1152	0.2464	0.582	False	ENST00000294678	ENST00000696297
HPS5	Synaptic transmission	0.9102	0.0001	0.9102	18032.18	-0.0411	0.4041	2.043	False	ENST00000349215	ENST00000396253
SRCIN1	Neuron diff	0.5482	0.1467	0.4015	3.74	0.4673	0.7936	4.283	True	ENST00000617146	ENST00000621492
KMT2A	MT-based movement	0.5768	0.0002	0.5766	3347.51	0.292	0.8528	1.932	True	ENST00000389506	ENST00000649690
KANK1	Neurotrans. transport	0.881	0.0013	0.8796	655.46	-0.0113	0.0382	0.247	False	ENST00000382303	ENST00000689779
LRP8	Synaptic transmission	0.9687	0.0007	0.968	1318.26	-0.101	0.6791	11.873	False	ENST00000306052	ENST00000662198
TNFRSF25	Oxidative stress resp	0.4823	0.1243	0.358	3.88	0.5085	1.0	0.208	True	ENST00000647810	ENST00000356876
TRIP12	Modulation of syn.trans	0.827	0.0011	0.8259	760.62	0.0404	0.0408	0.549	False	ENST00000389044	ENST00000704581
ATP8A1	Inflammatory response	0.867	0.0006	0.8664	1395.13	-0.0006	0.0	0.0	False	ENST00000510289	ENST00000264449
CERT1	Modulation of syn.trans	0.8309	0.0026	0.8283	319.16	0.0368	0.7477	20.865	False	ENST00000380494	ENST00000646713
SEC23A	Modulation of syn.trans	0.8443	0.0489	0.7954	17.26	0.069	0.3414	0.668	False	ENST00000548032	ENST00000545328
HIVEP3	Neuron projection	0.7751	0.0694	0.7057	11.17	0.1586	0.6134	1.857	True	ENST00000372583	ENST00000643665
ODF2L	Neuron projection	0.9889	0.0095	0.9794	103.89	-0.1152	0.2464	0.582	False	ENST00000294678	ENST00000696297
CAMK2B	MT-based movement	0.8077	0.0003	0.8074	2602.17	0.0562	0.0562	1.595	False	ENST00000700233	ENST00000497584
LRP8	Neuron projection	0.9937	0.0294	0.9643	33.84	-0.101	0.6791	11.873	False	ENST00000306052	ENST00000668448
DOCK10	Modulation of syn.trans	0.8562	0.023	0.8332	37.22	0.0297	0.5826	9.838	False	ENST00000698072	ENST00000645028
GCC2	Synapse assembly	0.9151	0.0051	0.91	180.63	-0.0478	0.0016	0.004	False	ENST00000492785	ENST00000409896
ZNF875	Synapse assembly	0.8362	0.0211	0.815	39.55	0.0468	0.1872	1.14	False	ENST00000591471	ENST00000589392
HIVEP3	Neuron diff	0.8125	0.1098	0.7027	7.4	0.1586	0.6134	1.857	True	ENST00000372583	ENST00000643665
IQSEC1	Axon guidance	0.5537	0.0014	0.5523	389.55	0.3087	0.3087	1.041	True	ENST00000647458	ENST00000648386
CCAR1	Neuron diff	0.738	0.0196	0.7184	37.74	0.1421	0.9683	2.478	True	ENST00000543719	ENST00000543225
NF1	Neuron projection	0.8699	0.0051	0.8649	170.74	-0.0047	0.2965	2.694	False	ENST00000684826	ENST00000691014
TRIM2	Mitochondrion org	0.7646	0.0013	0.7633	604.29	0.0966	0.0966	5.898	False	ENST00000674896	ENST00000437508
APEX1	Axon guidance	0.912	0.001	0.911	935.29	-0.0511	0.057	5.872	False	ENST00000398030	ENST00000555414
CDH4	Neuron projection	0.7246	0.0694	0.6552	10.44	0.2041	0.6699	3.724	True	ENST00000614565	ENST00000543233
