isoform_id	gene	type	primary_module	module_score	max_score
TSC1-237	TSC1	known	44	0.366919457912445	0.4446973
GPR15-201	GPR15	known	14	0.3408242762088775	0.6383928
MTMR2-253	MTMR2	known	17	0.5996289849281311	0.6742159
C3-221	C3	known	25	0.4366348683834076	0.4909634
C3-204	C3	known	25	0.2453664988279342	0.30724412
ENST00000564237	ENSG00000290792	known	3	0.2534188330173492	0.33973223
NRXN1-245	NRXN1	known	13	0.5517852306365967	0.7268279
NCOR1-220	NCOR1	known	2	0.3193618059158325	0.40354133
SMARCA1-201	SMARCA1	known	2	0.3226526081562042	0.5452585
CCDC82-214	CCDC82	known	1	0.2571626305580139	0.3625249
ZNF436-202	ZNF436	known	2	0.1807201653718948	0.6027267
ZNF66-201	ZNF66	known	2	0.1703872978687286	0.52904373
TOM1-203	TOM1	known	25	0.4064823687076568	0.43353033
FGF10-201	FGF10	known	17	0.7250016331672668	0.769554
LAMP2-202	LAMP2	known	25	0.5723883509635925	0.6000402
CNOT1-216	CNOT1	known	4	0.3913108110427856	0.5196662
RASGRP2-210	RASGRP2	known	42	0.2440690994262695	0.33950165
RBM6-220	RBM6	known	6	0.3479929268360138	0.41318646
SKIC2-224	SKIC2	known	1	0.3174512088298797	0.49803814
SLMAP-206	SLMAP	known	43	0.2388920485973358	0.33366004
TRAPPC13-201	TRAPPC13	known	43	0.2447884827852249	0.46634904
KCNAB1-201	KCNAB1	known	11	0.2852427363395691	0.48366994
MICA-209	MICA	known	24	0.3354455828666687	0.5689678
ZNF682-212	ZNF682	known	2	0.1386119723320007	0.49450302
DDRGK1-202	DDRGK1	known	29	0.2818778157234192	0.38712913
NT5C2-201	NT5C2	known	15	0.3416238725185394	0.61356413
ARPP19-211	ARPP19	known	4	0.2547633349895477	0.40823078
GTF2IRD1-206	GTF2IRD1	known	2	0.1949288249015808	0.39483672
GDAP1-240	GDAP1	known	16	0.2461237609386444	0.4030618
HIPK1-202	HIPK1	known	2	0.2348875105381012	0.3747355
ARHGEF28-201	ARHGEF28	known	42	0.2974838018417358	0.43753767
PCDHA13-201	PCDHA13	known	35	0.2988859415054321	0.7094825
ABCC8-247	ABCC8	known	11	0.3850836455821991	0.6081163
ROR1-202	ROR1	known	38	0.2771447300910949	0.40842843
GOLGA8M-201	GOLGA8M	known	44	0.2424566447734832	0.33747226
ACSL3-220	ACSL3	known	15	0.5695972442626953	0.72752416
ABCB9-215	ABCB9	known	43	0.2565315961837768	0.4289505
SMARCA2-201	SMARCA2	known	2	0.3457554280757904	0.54254496
VPS52-218	VPS52	known	43	0.3419942557811737	0.5726079
transcript96005.chr16.nnic	CX3CL1	nnic	38	0.4432519078254699	0.5461542
MED27-206	MED27	known	22	0.2298550754785537	0.30532616
ALDH3A2-239	ALDH3A2	known	16	0.279753029346466	0.34858787
NCL-215	NCL	known	8	0.4570136964321136	0.62573993
KAT6B-238	KAT6B	known	2	0.2913075685501098	0.49749213
CLIP2-202	CLIP2	known	41	0.2474590837955474	0.41706485
transcript38489.chr20.nnic	NOL4L	nnic	2	0.2516749799251556	0.33485752
KIFC1-211	KIFC1	known	44	0.4072906374931335	0.60361284
ASB8-205	ASB8	known	29	0.2248597890138626	0.5837364
MKLN1-209	MKLN1	known	35	0.2211444973945617	0.3578874
transcript324399.chr2.nic	ITGA6	nic	35	0.3090115189552307	0.5184864
DCTN1-218	DCTN1	known	44	0.3743011355400085	0.44176483
MSH6-211	MSH6	known	1	0.5444550514221191	0.7119311
GLP2R-201	GLP2R	known	14	0.4610304534435272	0.691045
CCDC59-205	CCDC59	known	9	0.2516088485717773	0.32300192
SLC7A6-209	SLC7A6	known	11	0.4573423862457275	0.7374189
PLCE1-220	PLCE1	known	42	0.4278612732887268	0.49497643
VPS50-205	VPS50	known	43	0.2919535040855407	0.46350035
transcript1872.chr13.nnic	ZMYM2	nnic	2	0.2061565518379211	0.3011158
HSD11B1-202	HSD11B1	known	16	0.2618073523044586	0.33280912
PRCP-202	PRCP	known	25	0.5033811330795288	0.53312415
HPS1-231	HPS1	known	43	0.2296908497810363	0.3411742
THEM4-204	THEM4	known	16	0.301664263010025	0.38148794
RGS4-204	RGS4	known	32	0.4112602472305298	0.525921
RAVER2-201	RAVER2	known	2	0.1726738810539245	0.3139732
API5-210	API5	known	10	0.3176042139530182	0.44185838
FMN2-211	FMN2	known	6	0.2076500803232193	0.35289022
SLC1A3-249	SLC1A3	known	11	0.541170060634613	0.82136506
MBD1-201	MBD1	known	2	0.2834543883800506	0.46077552
FXYD1-204	FXYD1	known	11	0.3325725793838501	0.5307236
HAT1-203	HAT1	known	8	0.242343857884407	0.36856467
KALRN-243	KALRN	known	43	0.2295968532562255	0.33296847
transcript53334.chrX.nic	CLCN5	nic	11	0.4082813858985901	0.6474583
SPIDR-206	SPIDR	known	1	0.4131148755550384	0.6050617
PHYKPL-206	PHYKPL	known	16	0.386663407087326	0.6365505
HENMT1-201	HENMT1	known	9	0.374236136674881	0.39945537
CFAP298-206	CFAP298	known	6	0.2972081899642944	0.33449715
STAMBP-216	STAMBP	known	32	0.1953057795763015	0.35117564
ZCCHC17-205	ZCCHC17	known	8	0.399610310792923	0.52568084
INTS14-218	INTS14	known	3	0.2170412987470626	0.33822122
UTP6-202	UTP6	known	8	0.3353897035121918	0.4942108
CGNL1-201	CGNL1	known	41	0.2759143412113189	0.45377016
RBM39-203	RBM39	known	8	0.67043536901474	0.718168
BAZ1B-201	BAZ1B	known	2	0.3370016515254974	0.60292506
TLR7-201	TLR7	known	23	0.4654833674430847	0.68440056
transcript2532.chr13.nnic	ZDHHC20	nnic	5	0.2941908836364746	0.39817414
FER-201	FER	known	41	0.5091390013694763	0.57947206
MANBA-214	MANBA	known	16	0.3240993022918701	0.43439287
LAMA2-210	LAMA2	known	35	0.4245985448360443	0.57541275
transcript288741.chr3.nic	GNB4	nic	29	0.2276179492473602	0.33829325
transcript258305.chr2.nic	IMP4	nic	9	0.4027822017669678	0.585462
AHCYL2-201	AHCYL2	known	15	0.3051797449588775	0.39791003
transcript45820.chr15.nnic	SPRED1	nnic	32	0.4545550644397735	0.6001965
ARHGAP26-220	ARHGAP26	known	42	0.4170054495334625	0.58499205
KCNG3-201	KCNG3	known	11	0.4281041324138641	0.8049663
DGKQ-201	DGKQ	known	39	0.6140615344047546	0.6542557
ERLEC1-215	ERLEC1	known	18	0.41849285364151	0.5618113
THOC3-208	THOC3	known	8	0.3175655305385589	0.3870118
SIGLEC11-203	SIGLEC11	known	35	0.2186635583639145	0.43338448
COL11A1-206	COL11A1	known	40	0.3963235318660736	0.61091167
SSBP2-218	SSBP2	known	2	0.1850857436656952	0.36870775
UROD-219	UROD	known	22	0.2315858453512191	0.35605016
LDB3-208	LDB3	known	35	0.2026917338371276	0.33298588
SH3BP2-206	SH3BP2	known	42	0.242108017206192	0.40971023
DKC1-217	DKC1	known	10	0.446627676486969	0.5697303
TEAD1-206	TEAD1	known	2	0.3339989185333252	0.5584425
ENST00000617415	ENSG00000276517	known	3	0.1695824861526489	0.30966714
AMIGO1-202	AMIGO1	known	36	0.3096382915973663	0.43394232
CEP112-227	CEP112	known	44	0.2514898180961609	0.41280594
MTMR2-224	MTMR2	known	32	0.3007312417030334	0.66600883
NUDT22-201	NUDT22	known	16	0.1966187208890915	0.3267136
NRIP3-201	NRIP3	known	19	0.2588370740413666	0.3556632
FAM234B-202	FAM234B	known	20	0.2790684998035431	0.31247094
RANGAP1-201	RANGAP1	known	30	0.2398383766412735	0.3451252
PTK2-213	PTK2	known	38	0.4626479148864746	0.7083977
CPT1C-217	CPT1C	known	16	0.3013032972812652	0.40013343
MDC1-201	MDC1	known	1	0.2973338067531585	0.4039765
EML1-202	EML1	known	44	0.3277025818824768	0.49607077
BMPER-215	BMPER	known	40	0.3177756369113922	0.458562
RBFOX1-231	RBFOX1	known	8	0.4629484415054321	0.57675433
transcript197851.chr11.nnic	FLI1	nnic	2	0.1503855735063552	0.42379206
DTX4-201	DTX4	known	29	0.284869521856308	0.55679095
CCDC57-219	CCDC57	known	44	0.2177819460630417	0.32651493
FOXRED1-203	FOXRED1	known	16	0.2585020661354065	0.4250762
transcript252553.chr1.nnic	UCK2	nnic	15	0.2711119949817657	0.49874777
LRRK2-215	LRRK2	known	31	0.2707034349441528	0.484165
ANXA3-201	ANXA3	known	25	0.4151109457015991	0.4411606
CXCL14-201	CXCL14	known	23	0.2901786863803863	0.4292499
CTNNA2-219	CTNNA2	known	35	0.4507226645946502	0.56302094
PEX5L-213	PEX5L	known	5	0.3697566986083984	0.55765474
NDP-202	NDP	known	38	0.2804859578609466	0.43458518
EIF4G1-213	EIF4G1	known	10	0.4590486586093902	0.60074395
OSBPL11-201	OSBPL11	known	16	0.2995285987854004	0.5428624
ZNF331-214	ZNF331	known	2	0.1683529615402221	0.6164775
P4HB-248	P4HB	known	30	0.3255777060985565	0.45282906
MADD-223	MADD	known	31	0.4054937064647674	0.57128316
RYR3-210	RYR3	known	12	0.4273898601531982	0.70825595
DBNDD2-208	DBNDD2	known	32	0.2998486161231994	0.3944921
NRXN1-205	NRXN1	known	13	0.6135045886039734	0.81838715
JPH1-201	JPH1	known	12	0.546329915523529	0.6981223
UCHL3-201	UCHL3	known	29	0.3678384721279144	0.6004456
GOPC-202	GOPC	known	13	0.2499879151582718	0.37338656
GABRA1-215	GABRA1	known	11	0.3747354745864868	0.70177275
CANX-203	CANX	known	19	0.2948303520679474	0.37217683
ENST00000669622	ENSG00000258035	known	10	0.2325931042432785	0.3163104
USP1-201	USP1	known	1	0.3154837489128113	0.6226349
ANKZF1-202	ANKZF1	known	29	0.2779714465141296	0.36735576
LIAS-222	LIAS	known	15	0.4353102445602417	0.58781797
GAL3ST1-204	GAL3ST1	known	20	0.6121125817298889	0.69166255
SLC66A1-203	SLC66A1	known	11	0.3132508397102356	0.44631734
PPARGC1A-217	PPARGC1A	known	8	0.4307239353656769	0.45617762
transcript121844.chr15.nnic	CFAP161	nnic	12	0.2737821638584137	0.36305612
APBB1IP-201	APBB1IP	known	22	0.2480055838823318	0.35793445
KIF5C-233	KIF5C	known	44	0.2497520595788955	0.33339366
GNA11-206	GNA11	known	44	0.3501958549022674	0.46893615
RABL2A-204	RABL2A	known	44	0.312185138463974	0.46411926
GLCE-201	GLCE	known	20	0.5524416565895081	0.5725913
MADD-221	MADD	known	31	0.3851289451122284	0.55075085
CYP2J2-205	CYP2J2	known	16	0.3890180885791778	0.5435871
VPS35L-203	VPS35L	known	9	0.2095425873994827	0.30530098
GRPEL1-201	GRPEL1	known	6	0.400431364774704	0.46172196
PDE1A-206	PDE1A	known	15	0.1290126144886016	0.3601573
H3-3A-203	H3-3A	known	1	0.3411987423896789	0.6288624
ENST00000621929	ENSG00000274220	known	2	0.357503205537796	0.48815933
transcript9685.chr1.nnic	ARHGEF16	nnic	42	0.3696568608283996	0.65557
CCNQ-208	CCNQ	known	1	0.1815084666013717	0.33775592
GMPPA-243	GMPPA	known	16	0.2452187538146972	0.37837353
GCK-206	GCK	known	15	0.4568304121494293	0.6388301
HRAS-210	HRAS	known	31	0.4464071989059448	0.56849366
ASNS-206	ASNS	known	18	0.3463522791862488	0.4427337
PICALM-202	PICALM	known	30	0.3559003174304962	0.53297997
transcript62355.chr10.nnic	WAC-AS1	nnic	23	0.2002706378698349	0.31357235
SP110-215	SP110	known	2	0.1887938678264618	0.3814607
C1QTNF3-203	C1QTNF3	known	26	0.3632670640945434	0.45558906
WASHC4-201	WASHC4	known	41	0.2732845246791839	0.41643435
EZR-202	EZR	known	41	0.5033067464828491	0.56113726
PSME3IP1-217	PSME3IP1	known	8	0.3081785440444946	0.36636156
transcript26099.chr22.nnic	EMID1	nnic	40	0.2318767309188842	0.37085828
OPHN1-212	OPHN1	known	41	0.2582967877388	0.43711242
transcript84411.chr8.nic	GOLGA7	nic	25	0.388919323682785	0.40648255
SEC14L1-205	SEC14L1	known	16	0.1933785378932953	0.3039871
SCRN1-202	SCRN1	known	19	0.2844994366168976	0.39102048
HDGFL2-208	HDGFL2	known	2	0.2731161713600158	0.38109636
PALS1-208	PALS1	known	44	0.2567462623119354	0.3470967
PTPRT-206	PTPRT	known	35	0.4081851840019226	0.5331787
INCENP-201	INCENP	known	4	0.2460139244794845	0.4667677
CRB1-201	CRB1	known	13	0.2699289917945862	0.41005057
HEATR1-203	HEATR1	known	9	0.3207126557826996	0.3675958
CCT2-206	CCT2	known	25	0.3003194630146026	0.38835135
FIP1L1-257	FIP1L1	known	8	0.2986787259578705	0.38103202
GABRG2-206	GABRG2	known	11	0.3774342834949493	0.76281
TAOK3-202	TAOK3	known	31	0.6692303419113159	0.828242
FANCM-241	FANCM	known	1	0.4261825084686279	0.6919607
FIP1L1-238	FIP1L1	known	8	0.6203683614730835	0.70156556
GDPD2-201	GDPD2	known	20	0.1982346326112747	0.30130297
PPP1R14B-201	PPP1R14B	known	10	0.2592824101448059	0.3680378
PDE8A-203	PDE8A	known	32	0.2014405578374862	0.42443973
NIN-204	NIN	known	44	0.443715751171112	0.5452552
GATB-209	GATB	known	9	0.4541523456573486	0.60330707
SLC12A8-205	SLC12A8	known	11	0.3666489422321319	0.55522484
NLGN3-209	NLGN3	known	13	0.4080713391304016	0.46939236
HAPLN3-202	HAPLN3	known	35	0.237344205379486	0.38133022
ABCC5-203	ABCC5	known	11	0.3864960372447967	0.52652586
NKIRAS1-207	NKIRAS1	known	42	0.2278219014406204	0.39783323
PAK1IP1-201	PAK1IP1	known	9	0.2399050444364547	0.36931273
PPP2R5C-233	PPP2R5C	known	4	0.392007052898407	0.53177273
GALNT13-202	GALNT13	known	20	0.5965985059738159	0.6801146
GPR82-201	GPR82	known	14	0.3363362848758697	0.7237413
DECR2-201	DECR2	known	16	0.236469879746437	0.44336015
DHCR24-202	DHCR24	known	30	0.2675516903400421	0.34007102
ADAMTS2-202	ADAMTS2	known	19	0.4450157880783081	0.5500931
SSX2IP-203	SSX2IP	known	44	0.3810439109802246	0.55173117
TRMT44-201	TRMT44	known	9	0.4397175014019012	0.49690914
transcript42253.chr22.nic	SH3BP1	nic	41	0.5235575437545776	0.7227661
PALD1-201	PALD1	known	3	0.1640118509531021	0.3085271
NPC1-201	NPC1	known	11	0.2964697480201721	0.423983
ELOVL6-201	ELOVL6	known	15	0.5658971667289734	0.77145165
OFD1-218	OFD1	known	44	0.4019744992256164	0.5149428
EMID1-202	EMID1	known	40	0.2283531427383422	0.35501838
transcript296918.chr3.nic	ALG3	nic	20	0.3637958765029907	0.4432795
SMG8-202	SMG8	known	3	0.2473939508199691	0.34182733
ROGDI-203	ROGDI	known	30	0.2235799878835678	0.3205703
TCF3-203	TCF3	known	2	0.2678800523281097	0.5796217
PSMB9-207	PSMB9	known	19	0.2477040141820907	0.3642594
ZNF254-207	ZNF254	known	2	0.1641824543476104	0.53605795
ARL13B-226	ARL13B	known	44	0.3116508722305298	0.46130872
transcript150283.chr8.nnic	NCALD	nnic	12	0.2059552073478698	0.35252863
C11orf98-201	C11orf98	known	10	0.2296244204044342	0.36551565
FOXRED2-218	FOXRED2	known	20	0.2651455700397491	0.3265274
BBS2-303	BBS2	known	37	0.3005242645740509	0.38541004
AIMP2-201	AIMP2	known	6	0.3296913504600525	0.42105955
CADM1-212	CADM1	known	35	0.3639851808547973	0.5280893
MTHFSD-201	MTHFSD	known	9	0.2786312401294708	0.33140373
MOGS-212	MOGS	known	20	0.3403733968734741	0.39113876
AHCYL1-202	AHCYL1	known	15	0.3017542958259582	0.4042418
DENND2A-201	DENND2A	known	42	0.3042709529399872	0.42645365
PPP6R3-201	PPP6R3	known	29	0.2197386771440506	0.30138892
AGO2-209	AGO2	known	10	0.442464530467987	0.5719272
SFTPD-201	SFTPD	known	24	0.4171514213085174	0.63492525
ZNF283-209	ZNF283	known	2	0.1743063777685165	0.4647521
GPC6-201	GPC6	known	40	0.3084554374217987	0.43229872
CCDC141-203	CCDC141	known	44	0.2087150961160659	0.38523084
MYBL1-201	MYBL1	known	1	0.2782080471515655	0.5205086
TAF2-218	TAF2	known	43	0.2176365852355957	0.32133588
MYT1-203	MYT1	known	2	0.2636081874370575	0.3912029
TNC-202	TNC	known	40	0.4071068167686462	0.55765617
FCHSD2-204	FCHSD2	known	41	0.480901151895523	0.5754978
ELP3-218	ELP3	known	9	0.323602944612503	0.36183813
RNF169-201	RNF169	known	1	0.2804728150367737	0.45354572
PIAS2-202	PIAS2	known	29	0.3464393019676208	0.5700533
MEGF10-203	MEGF10	known	35	0.3442930281162262	0.46641794
FOXRED2-211	FOXRED2	known	20	0.3197651207447052	0.3744184
AVIL-203	AVIL	known	25	0.3725292384624481	0.389633
SLC12A1-211	SLC12A1	known	11	0.5923390984535217	0.86054915
GMPPA-215	GMPPA	known	16	0.2452187538146972	0.37837353
VLDLR-207	VLDLR	known	31	0.422719806432724	0.5721294
WARS1-211	WARS1	known	30	0.2501547932624817	0.356918
GREB1-202	GREB1	known	2	0.2551065981388092	0.49613458
transcript172591.chr7.nic	FOXP2	nic	2	0.2414864748716354	0.39841852
ZNF718-202	ZNF718	known	2	0.1285190284252166	0.5506367
transcript311191.chr3.nnic	PLAAT1	nnic	17	0.3265190124511719	0.46980304
MYEF2-211	MYEF2	known	8	0.3279145359992981	0.35428563
DIDO1-202	DIDO1	known	2	0.3176285326480865	0.5327877
CBX6-203	CBX6	known	2	0.2283617705106735	0.3805507
GPR158-201	GPR158	known	13	0.2242675572633743	0.32389855
KPNA1-204	KPNA1	known	7	0.4636476635932922	0.6913818
SGK2-201	SGK2	known	12	0.2675660252571106	0.564386
TOMM70-201	TOMM70	known	5	0.2855210602283478	0.39262417
BBS12-201	BBS12	known	3	0.3237069547176361	0.36643398
PTPMT1-202	PTPMT1	known	17	0.306423544883728	0.5964669
FOXP1-242	FOXP1	known	2	0.3489392399787903	0.57885915
PRXL2B-202	PRXL2B	known	16	0.2233467549085617	0.3321963
SMARCA4-229	SMARCA4	known	2	0.3789519369602203	0.58852226
GABRA1-212	GABRA1	known	13	0.3231967091560364	0.6250025
MPV17-205	MPV17	known	22	0.2394386380910873	0.40030155
BOC-218	BOC	known	36	0.3181452453136444	0.4414552
MTSS1-202	MTSS1	known	41	0.3216765820980072	0.4786802
BRCC3-202	BRCC3	known	1	0.3896012604236603	0.5605246
GPR85-202	GPR85	known	14	0.4288110733032226	0.7870949
PGAP3-201	PGAP3	known	17	0.5188615322113037	0.6469675
TENT2-203	TENT2	known	9	0.2384488135576248	0.36927915
POMT2-202	POMT2	known	20	0.3212094008922577	0.37246498
TGM2-201	TGM2	known	39	0.2976997494697571	0.37174338
GTF2H2-212	GTF2H2	known	44	0.2393694818019867	0.39944658
UNC80-209	UNC80	known	42	0.3001254200935364	0.36669543
DPY19L2P3-203	DPY19L2P3	known	4	0.3765774667263031	0.51967275
NUCB1-209	NUCB1	known	20	0.2239927500486374	0.3194617
CLTCL1-202	CLTCL1	known	43	0.2879287004470825	0.39595544
transcript102707.chr5.nnic	CERT1	nnic	17	0.2825676500797272	0.42034245
RCN3-201	RCN3	known	19	0.3029411733150482	0.36903876
TUBA1A-208	TUBA1A	known	44	0.2356332242488861	0.38826084
SH3BP5L-203	SH3BP5L	known	32	0.2510824203491211	0.3477427
KMT2C-201	KMT2C	known	2	0.3429183661937713	0.55914605
DDIAS-211	DDIAS	known	1	0.4008154571056366	0.5860907
TAFAZZIN-209	TAFAZZIN	known	15	0.4169227480888366	0.49166337
AK4-202	AK4	known	15	0.4691289365291595	0.7451166
SPHK1-201	SPHK1	known	17	0.3647063970565796	0.5236608
HDAC4-210	HDAC4	known	2	0.2815029621124267	0.46023327
ACSBG1-212	ACSBG1	known	15	0.6051058173179626	0.7845746
SYNJ2BP-201	SYNJ2BP	known	35	0.3275770246982574	0.43442497
TAF7L-202	TAF7L	known	9	0.2299048900604248	0.37819704
CHMP2A-208	CHMP2A	known	43	0.3955096006393432	0.57153445
KCNC4-203	KCNC4	known	11	0.4102173447608948	0.74869835
CNTN6-201	CNTN6	known	36	0.4032016396522522	0.6298114
UBASH3B-201	UBASH3B	known	32	0.289401650428772	0.5017289
USP14-208	USP14	known	29	0.3685917258262634	0.73022425
CD81-201	CD81	known	25	0.3985403776168823	0.4247233
MYO5A-249	MYO5A	known	41	0.2531057894229889	0.42422548
APP-206	APP	known	36	0.4607097804546356	0.5572187
EMC2-201	EMC2	known	8	0.2022457271814346	0.31557602
UBE2J1-201	UBE2J1	known	18	0.3670973479747772	0.5460574
ANK2-208	ANK2	known	12	0.3547972440719604	0.49023932
RUVBL2-204	RUVBL2	known	8	0.3767600357532501	0.48530334
MGRN1-201	MGRN1	known	29	0.3704219162464142	0.5907249
transcript24477.chr2.nnic	NCOA1	nnic	33	0.3427316546440124	0.59129494
TIAL1-203	TIAL1	known	8	0.4202506840229034	0.45918292
ITGAV-210	ITGAV	known	35	0.3461955487728119	0.50204015
EFCAB6-201	EFCAB6	known	3	0.3104639947414398	0.43474048
MARK1-217	MARK1	known	44	0.3478436470031738	0.6535488
GPATCH11-203	GPATCH11	known	8	0.2735067307949066	0.3129983
CARNMT1-202	CARNMT1	known	9	0.3928433656692505	0.42899004
DDO-202	DDO	known	15	0.2879298031330108	0.4434863
transcript127475.chr10.nnic	TYSND1	nnic	19	0.4270376861095428	0.5062138
transcript264135.chr1.nnic	DARS2	nnic	6	0.5068459510803223	0.6111705
CDK14-202	CDK14	known	4	0.2459108680486679	0.5148662
transcript76598.chr15.nnic	CGNL1	nnic	41	0.3262397944927215	0.4928383
HECTD1-230	HECTD1	known	42	0.2650269567966461	0.32870868
USP38-203	USP38	known	29	0.2193679362535476	0.6898061
transcript80239.chr3.nnic	SLC38A3	nnic	11	0.3311922252178192	0.48379335
PPM1K-210	PPM1K	known	9	0.2644332945346832	0.51263297
DDX46-203	DDX46	known	8	0.1972142606973648	0.35774818
MARCHF8-201	MARCHF8	known	29	0.2318584024906158	0.5707918
MDH2-201	MDH2	known	15	0.3243446052074432	0.48017034
STAMBPL1-201	STAMBPL1	known	1	0.3216168582439422	0.5014283
HYAL2-202	HYAL2	known	20	0.3769624233245849	0.47134048
RAF1-235	RAF1	known	31	0.4626750349998474	0.6850299
WDR45-223	WDR45	known	22	0.3424472212791443	0.61012954
MED6-202	MED6	known	2	0.2523725032806396	0.40947646
NUP58-202	NUP58	known	7	0.7642813324928284	0.88673544
XRCC3-202	XRCC3	known	1	0.4190892577171325	0.6154587
MGAT5B-201	MGAT5B	known	20	0.5444897413253784	0.59681636
transcript117036.chr15.nic	SKIC8	nic	9	0.279976338148117	0.36629558
DGKD-213	DGKD	known	39	0.7017984986305237	0.74699247
IFNAR2-204	IFNAR2	known	23	0.3145149052143097	0.5242032
METTL7A-204	METTL7A	known	9	0.3258349895477295	0.41858968
GPAT3-201	GPAT3	known	16	0.3594428598880768	0.4502824
KIAA0319L-220	KIAA0319L	known	38	0.1966944634914398	0.30420652
KCNMA1-282	KCNMA1	known	11	0.4441136419773102	0.81198037
SSU72-201	SSU72	known	9	0.3502964079380035	0.4551006
transcript95737.chr3.nic	WNT5A	nic	23	0.1839882284402847	0.30265218
LAT-202	LAT	known	24	0.4063680171966553	0.64533705
DHX57-210	DHX57	known	1	0.3718542456626892	0.63770986
KCTD13-211	KCTD13	known	29	0.2512691020965576	0.369858
transcript68329.chr13.nic	EDNRB	nic	14	0.4104647636413574	0.5881977
ZNF568-210	ZNF568	known	2	0.2240142077207565	0.62322146
transcript60825.chr7.nnic	H2AZ2	nnic	2	0.2608005106449127	0.5188831
NFU1-203	NFU1	known	6	0.4183432161808014	0.47971773
MTHFR-218	MTHFR	known	15	0.2289508730173111	0.34941188
ARHGEF16-203	ARHGEF16	known	42	0.4131507873535156	0.6804212
TFDP1-201	TFDP1	known	4	0.45642751455307	0.6534716
UCP3-201	UCP3	known	11	0.4345265328884125	0.6958361
PRPF3-201	PRPF3	known	8	0.472766250371933	0.5989165
CASP9-201	CASP9	known	19	0.6172580122947693	0.76403266
transcript11697.chr22.nnic	SDF2L1	nnic	20	0.3492593765258789	0.40011135
ZNF174-202	ZNF174	known	3	0.1504851579666137	0.32586375
transcript144501.chr17.nnic	B3GNTL1	nnic	20	0.2374162822961807	0.314974
NFATC1-218	NFATC1	known	24	0.2826146185398102	0.5704027
CNOT2-235	CNOT2	known	2	0.2126038372516632	0.35968453
RABEP1-206	RABEP1	known	43	0.2257556915283203	0.30054933
PRICKLE1-213	PRICKLE1	known	34	0.2686778008937835	0.37527305
RNF6-203	RNF6	known	29	0.4411276280879974	0.58440334
TAFAZZIN-237	TAFAZZIN	known	16	0.316542774438858	0.42699414
NT5C3B-203	NT5C3B	known	9	0.3142776191234588	0.3884337
NCALD-201	NCALD	known	12	0.2588844001293182	0.41954535
SLC6A1-211	SLC6A1	known	11	0.5267396569252014	0.7774829
TCF12-206	TCF12	known	2	0.2910520136356354	0.6229216
EXD3-210	EXD3	known	9	0.3068338334560394	0.4580482
SETMAR-206	SETMAR	known	2	0.3469153940677643	0.6154928
ZNF101-202	ZNF101	known	2	0.1589902490377426	0.5765559
RGS4-203	RGS4	known	32	0.447880744934082	0.576498
TRA2A-202	TRA2A	known	8	0.7295531630516052	0.79980385
MARK3-211	MARK3	known	44	0.3416196405887604	0.6458078
TBC1D23-201	TBC1D23	known	44	0.2635854482650757	0.47028533
UBE2K-203	UBE2K	known	29	0.3797405362129211	0.6179311
ACBD5-228	ACBD5	known	16	0.3017501831054687	0.3865292
