gene_base	gene_versioned	canonical_enst_base	canonical_iso_idx	canonical_source	canonical_iso_id
ENSG00000016391	ENSG00000016391.11	ENST00000315251	8175	MANE	ENST00000315251.11
ENSG00000016864	ENSG00000016864.19	ENST00000266014	4815	MANE	ENST00000266014.11
ENSG00000017260	ENSG00000017260.20	ENST00000510168	25259	MANE	ENST00000510168.6
ENSG00000017427	ENSG00000017427.17	ENST00000337514	10132	MANE	ENST00000337514.11
ENSG00000017797	ENSG00000017797.13	ENST00000383432	16887	MANE	ENST00000383432.8
ENSG00000018189	ENSG00000018189.13	ENST00000381006	16580	MANE	ENST00000381006.8
ENSG00000018236	ENSG00000018236.15	ENST00000347616	11142	longest_CDS	ENST00000347616.5
ENSG00000018408	ENSG00000018408.15	ENST00000360632	12694	MANE	ENST00000360632.8
ENSG00000018510	ENSG00000018510.18	ENST00000264167	4478	MANE	ENST00000264167.11
ENSG00000018610	ENSG00000018610.15	ENST00000644802	31964	MANE	ENST00000644802.2
ENSG00000018625	ENSG00000018625.15	ENST00000361216	12824	MANE	ENST00000361216.8
ENSG00000018699	ENSG00000018699.13	ENST00000317907	8416	MANE	ENST00000317907.9
ENSG00000018869	ENSG00000018869.18	ENST00000586929	29342	MANE	ENST00000586929.6
ENSG00000019144	ENSG00000019144.20	ENST00000356063	11839	APPRIS	ENST00000356063.9
ENSG00000019169	ENSG00000019169.11	ENST00000327097	9200	MANE	ENST00000327097.5
ENSG00000019485	ENSG00000019485.14	ENST00000534751	26701	longest_CDS	ENST00000534751.3
ENSG00000019549	ENSG00000019549.13	ENST00000020945	1627	MANE	ENST00000020945.4
ENSG00000019582	ENSG00000019582.17	ENST00000009530	1601	MANE	ENST00000009530.13
ENSG00000019995	ENSG00000019995.6	ENST00000359653	12523	MANE	ENST00000359653.4
ENSG00000020129	ENSG00000020129.16	ENST00000373243	14948	MANE	ENST00000373243.7
ENSG00000020181	ENSG00000020181.18	ENST00000412232	19669	MANE	ENST00000412232.3
ENSG00000020256	ENSG00000020256.20	ENST00000216923	2012	MANE	ENST00000216923.5
ENSG00000020426	ENSG00000020426.11	ENST00000261245	3838	MANE	ENST00000261245.9
ENSG00000020577	ENSG00000020577.14	ENST00000392067	17138	longest_CDS	ENST00000392067.7
ENSG00000020922	ENSG00000020922.13	ENST00000323929	8942	MANE	ENST00000323929.8
ENSG00000021300	ENSG00000021300.14	ENST00000227214	2376	APPRIS	ENST00000227214.10
ENSG00000021355	ENSG00000021355.13	ENST00000380739	16520	MANE	ENST00000380739.6
ENSG00000021574	ENSG00000021574.15	ENST00000315285	8181	MANE	ENST00000315285.9
ENSG00000021762	ENSG00000021762.20	ENST00000263650	4368	MANE	ENST00000263650.12
ENSG00000021776	ENSG00000021776.11	ENST00000156471	1695	MANE	ENST00000156471.10
ENSG00000022267	ENSG00000022267.19	ENST00000370683	14189	MANE	ENST00000370683.6
ENSG00000022277	ENSG00000022277.13	ENST00000357348	12095	MANE	ENST00000357348.10
ENSG00000022567	ENSG00000022567.10	ENST00000519067	25704	longest_CDS	ENST00000519067.5
ENSG00000022840	ENSG00000022840.17	ENST00000325954	9110	MANE	ENST00000325954.9
ENSG00000022976	ENSG00000022976.16	ENST00000442396	21646	MANE	ENST00000442396.7
ENSG00000023041	ENSG00000023041.12	ENST00000369405	13841	MANE	ENST00000369405.7
ENSG00000023171	ENSG00000023171.20	ENST00000635736	31487	MANE	ENST00000635736.2
ENSG00000023287	ENSG00000023287.13	ENST00000025008	1630	MANE	ENST00000025008.10
ENSG00000023318	ENSG00000023318.9	ENST00000262455	4148	MANE	ENST00000262455.7
ENSG00000023330	ENSG00000023330.15	ENST00000484952	24098	MANE	ENST00000484952.6
ENSG00000023445	ENSG00000023445.17	ENST00000263464	4337	MANE	ENST00000263464.9
ENSG00000023516	ENSG00000023516.9	ENST00000025301	1631	MANE	ENST00000025301.4
ENSG00000023572	ENSG00000023572.10	ENST00000367439	13343	MANE	ENST00000367439.8
ENSG00000023608	ENSG00000023608.5	ENST00000216294	1980	MANE	ENST00000216294.5
ENSG00000023697	ENSG00000023697.13	ENST00000428559	20740	MANE	ENST00000428559.7
ENSG00000023734	ENSG00000023734.11	ENST00000419869	20098	MANE	ENST00000419869.7
ENSG00000023839	ENSG00000023839.12	ENST00000647814	32205	MANE	ENST00000647814.1
ENSG00000023892	ENSG00000023892.12	ENST00000316637	8304	MANE	ENST00000316637.7
ENSG00000023902	ENSG00000023902.14	ENST00000369124	13786	MANE	ENST00000369124.5
ENSG00000023909	ENSG00000023909.10	ENST00000370238	14089	MANE	ENST00000370238.8
ENSG00000024048	ENSG00000024048.11	ENST00000372901	14814	MANE	ENST00000372901.2
ENSG00000024422	ENSG00000024422.12	ENST00000263277	4310	MANE	ENST00000263277.8
ENSG00000024862	ENSG00000024862.18	ENST00000617445	30788	MANE	ENST00000617445.5
ENSG00000025039	ENSG00000025039.15	ENST00000369415	13846	MANE	ENST00000369415.9
ENSG00000025156	ENSG00000025156.13	ENST00000368455	13606	MANE	ENST00000368455.9
ENSG00000025293	ENSG00000025293.17	ENST00000374012	15166	MANE	ENST00000374012.8
ENSG00000025434	ENSG00000025434.19	ENST00000441012	21559	MANE	ENST00000441012.7
ENSG00000025708	ENSG00000025708.14	ENST00000252029	3180	MANE	ENST00000252029.8
ENSG00000025770	ENSG00000025770.19	ENST00000420993	20166	MANE	ENST00000420993.7
ENSG00000025772	ENSG00000025772.8	ENST00000372813	14778	MANE	ENST00000372813.4
ENSG00000025796	ENSG00000025796.14	ENST00000369002	13753	MANE	ENST00000369002.9
ENSG00000025800	ENSG00000025800.14	ENST00000373625	15051	MANE	ENST00000373625.8
ENSG00000026025	ENSG00000026025.16	ENST00000224237	2296	longest_CDS	ENST00000224237.9
ENSG00000026036	ENSG00000026036.23	ENST00000480273	23864	longest_CDS	ENST00000480273.5
ENSG00000026103	ENSG00000026103.25	ENST00000652046	32635	MANE	ENST00000652046.1
ENSG00000026297	ENSG00000026297.17	ENST00000508775	25179	MANE	ENST00000508775.6
ENSG00000026508	ENSG00000026508.21	ENST00000428726	20754	MANE	ENST00000428726.8
ENSG00000026652	ENSG00000026652.15	ENST00000320285	8621	MANE	ENST00000320285.9
ENSG00000026950	ENSG00000026950.17	ENST00000289361	5978	MANE	ENST00000289361.11
ENSG00000027001	ENSG00000027001.10	ENST00000382172	16768	MANE	ENST00000382172.4
ENSG00000027075	ENSG00000027075.18	ENST00000332981	9669	MANE	ENST00000332981.11
ENSG00000027697	ENSG00000027697.16	ENST00000367739	13434	MANE	ENST00000367739.9
ENSG00000027847	ENSG00000027847.14	ENST00000029410	1633	MANE	ENST00000029410.10
ENSG00000028116	ENSG00000028116.18	ENST00000340157	10440	MANE	ENST00000340157.9
ENSG00000028137	ENSG00000028137.19	ENST00000376259	15640	MANE	ENST00000376259.7
ENSG00000028203	ENSG00000028203.19	ENST00000436874	21324	MANE	ENST00000436874.6
ENSG00000028310	ENSG00000028310.18	ENST00000467963	23204	MANE	ENST00000467963.6
ENSG00000028528	ENSG00000028528.15	ENST00000559844	28280	MANE	ENST00000559844.6
ENSG00000028839	ENSG00000028839.10	ENST00000237264	2657	MANE	ENST00000237264.9
ENSG00000029363	ENSG00000029363.17	ENST00000531224	26479	MANE	ENST00000531224.6
ENSG00000029364	ENSG00000029364.12	ENST00000336643	10018	MANE	ENST00000336643.10
ENSG00000029534	ENSG00000029534.22	ENST00000289734	5990	MANE	ENST00000289734.13
ENSG00000029639	ENSG00000029639.11	ENST00000367166	13275	MANE	ENST00000367166.5
ENSG00000029725	ENSG00000029725.17	ENST00000537505	26868	MANE	ENST00000537505.6
ENSG00000029993	ENSG00000029993.15	ENST00000325307	9064	MANE	ENST00000325307.12
ENSG00000030066	ENSG00000030066.14	ENST00000378460	16060	MANE	ENST00000378460.7
ENSG00000030110	ENSG00000030110.14	ENST00000374467	15272	MANE	ENST00000374467.4
ENSG00000030304	ENSG00000030304.15	ENST00000374448	15264	MANE	ENST00000374448.9
ENSG00000030419	ENSG00000030419.17	ENST00000434687	21155	MANE	ENST00000434687.6
ENSG00000030582	ENSG00000030582.19	ENST00000053867	1658	MANE	ENST00000053867.8
ENSG00000031003	ENSG00000031003.11	ENST00000689681	35100	MANE	ENST00000689681.1
ENSG00000031081	ENSG00000031081.11	ENST00000264245	4502	MANE	ENST00000264245.9
ENSG00000031691	ENSG00000031691.7	ENST00000335783	9928	MANE	ENST00000335783.4
ENSG00000031698	ENSG00000031698.13	ENST00000234677	2614	MANE	ENST00000234677.7
ENSG00000031823	ENSG00000031823.14	ENST00000340578	10485	MANE	ENST00000340578.10
ENSG00000032219	ENSG00000032219.19	ENST00000355431	11706	MANE	ENST00000355431.8
ENSG00000032389	ENSG00000032389.13	ENST00000382125	16760	MANE	ENST00000382125.9
ENSG00000032444	ENSG00000032444.17	ENST00000600737	29948	MANE	ENST00000600737.6
ENSG00000032742	ENSG00000032742.18	ENST00000351808	11381	MANE	ENST00000351808.10
ENSG00000033011	ENSG00000033011.14	ENST00000262374	4124	MANE	ENST00000262374.10
ENSG00000033030	ENSG00000033030.16	ENST00000633063	31408	MANE	ENST00000633063.3
ENSG00000033050	ENSG00000033050.9	ENST00000287844	5909	MANE	ENST00000287844.7
ENSG00000033100	ENSG00000033100.17	ENST00000035307	1638	MANE	ENST00000035307.7
ENSG00000033122	ENSG00000033122.21	ENST00000651989	32627	MANE	ENST00000651989.2
ENSG00000033170	ENSG00000033170.17	ENST00000673929	33193	MANE	ENST00000673929.1
ENSG00000033178	ENSG00000033178.13	ENST00000322244	8812	MANE	ENST00000322244.10
ENSG00000033327	ENSG00000033327.13	ENST00000361507	12918	MANE	ENST00000361507.5
ENSG00000033627	ENSG00000033627.18	ENST00000703888	35924	longest_CDS	ENST00000703888.1
ENSG00000033800	ENSG00000033800.14	ENST00000249636	3072	MANE	ENST00000249636.11
ENSG00000033867	ENSG00000033867.18	ENST00000454389	22489	MANE	ENST00000454389.6
ENSG00000034152	ENSG00000034152.20	ENST00000342679	10735	MANE	ENST00000342679.9
ENSG00000034533	ENSG00000034533.12	ENST00000264992	4651	MANE	ENST00000264992.8
ENSG00000034677	ENSG00000034677.13	ENST00000341084	10541	MANE	ENST00000341084.7
ENSG00000034693	ENSG00000034693.15	ENST00000367591	13398	MANE	ENST00000367591.5
ENSG00000034713	ENSG00000034713.8	ENST00000037243	1640	MANE	ENST00000037243.7
ENSG00000034971	ENSG00000034971.17	ENST00000037502	1641	MANE	ENST00000037502.11
ENSG00000035115	ENSG00000035115.22	ENST00000356150	11858	MANE	ENST00000356150.10
ENSG00000035141	ENSG00000035141.10	ENST00000037869	1642	APPRIS	ENST00000037869.8
ENSG00000035403	ENSG00000035403.18	ENST00000211998	1876	MANE	ENST00000211998.10
ENSG00000035664	ENSG00000035664.11	ENST00000457488	22667	MANE	ENST00000457488.6
ENSG00000035681	ENSG00000035681.10	ENST00000038176	1643	MANE	ENST00000038176.8
ENSG00000035687	ENSG00000035687.10	ENST00000366535	13094	MANE	ENST00000366535.4
ENSG00000035862	ENSG00000035862.13	ENST00000262768	4197	MANE	ENST00000262768.11
ENSG00000035928	ENSG00000035928.17	ENST00000349703	11286	MANE	ENST00000349703.7
ENSG00000036054	ENSG00000036054.13	ENST00000394144	17613	MANE	ENST00000394144.9
ENSG00000036257	ENSG00000036257.14	ENST00000264414	4529	MANE	ENST00000264414.9
ENSG00000036448	ENSG00000036448.10	ENST00000262113	4059	MANE	ENST00000262113.9
ENSG00000036530	ENSG00000036530.9	ENST00000261835	3977	MANE	ENST00000261835.8
ENSG00000036549	ENSG00000036549.13	ENST00000370801	14227	MANE	ENST00000370801.8
ENSG00000036672	ENSG00000036672.16	ENST00000260187	3748	MANE	ENST00000260187.7
ENSG00000037042	ENSG00000037042.9	ENST00000251412	3140	MANE	ENST00000251412.8
ENSG00000037241	ENSG00000037241.7	ENST00000265100	4681	MANE	ENST00000265100.6
ENSG00000037280	ENSG00000037280.16	ENST00000261937	4012	MANE	ENST00000261937.11
ENSG00000037474	ENSG00000037474.15	ENST00000264670	4576	MANE	ENST00000264670.11
ENSG00000037749	ENSG00000037749.13	ENST00000522782	25959	MANE	ENST00000522782.6
ENSG00000037757	ENSG00000037757.14	ENST00000040663	1646	MANE	ENST00000040663.8
ENSG00000037897	ENSG00000037897.17	ENST00000324871	9020	MANE	ENST00000324871.12
ENSG00000037965	ENSG00000037965.6	ENST00000040584	1645	MANE	ENST00000040584.6
ENSG00000038002	ENSG00000038002.9	ENST00000264595	4552	MANE	ENST00000264595.7
ENSG00000038210	ENSG00000038210.14	ENST00000264864	4616	MANE	ENST00000264864.8
ENSG00000038219	ENSG00000038219.13	ENST00000040738	1647	MANE	ENST00000040738.10
ENSG00000038274	ENSG00000038274.18	ENST00000321757	8752	MANE	ENST00000321757.11
ENSG00000038295	ENSG00000038295.8	ENST00000061240	1668	MANE	ENST00000061240.7
ENSG00000038358	ENSG00000038358.15	ENST00000358933	12399	MANE	ENST00000358933.10
ENSG00000038382	ENSG00000038382.23	ENST00000344204	10909	MANE	ENST00000344204.9
ENSG00000038427	ENSG00000038427.16	ENST00000265077	4674	MANE	ENST00000265077.8
ENSG00000038532	ENSG00000038532.17	ENST00000703130	35864	longest_CDS	ENST00000703130.1
ENSG00000038945	ENSG00000038945.15	ENST00000262101	4054	MANE	ENST00000262101.10
ENSG00000039123	ENSG00000039123.16	ENST00000230640	2498	MANE	ENST00000230640.10
ENSG00000039319	ENSG00000039319.17	ENST00000505560	25006	MANE	ENST00000505560.5
ENSG00000039523	ENSG00000039523.20	ENST00000042381	1649	MANE	ENST00000042381.9
ENSG00000039537	ENSG00000039537.16	ENST00000337836	10165	MANE	ENST00000337836.10
ENSG00000039560	ENSG00000039560.14	ENST00000265109	4683	MANE	ENST00000265109.8
ENSG00000039650	ENSG00000039650.12	ENST00000322344	8822	MANE	ENST00000322344.8
ENSG00000040199	ENSG00000040199.18	ENST00000568954	28704	MANE	ENST00000568954.5
ENSG00000040275	ENSG00000040275.17	ENST00000265295	4707	MANE	ENST00000265295.9
ENSG00000040341	ENSG00000040341.18	ENST00000524300	26042	MANE	ENST00000524300.6
ENSG00000040487	ENSG00000040487.13	ENST00000375153	15431	MANE	ENST00000375153.8
ENSG00000040531	ENSG00000040531.16	ENST00000046640	1652	MANE	ENST00000046640.9
ENSG00000040633	ENSG00000040633.13	ENST00000320316	8624	MANE	ENST00000320316.8
ENSG00000040933	ENSG00000040933.17	ENST00000409851	19554	MANE	ENST00000409851.8
ENSG00000041357	ENSG00000041357.16	ENST00000044462	1650	MANE	ENST00000044462.12
ENSG00000041515	ENSG00000041515.16	ENST00000457511	22669	MANE	ENST00000457511.7
ENSG00000041802	ENSG00000041802.11	ENST00000265245	4702	MANE	ENST00000265245.10
ENSG00000041880	ENSG00000041880.15	ENST00000398755	18584	MANE	ENST00000398755.8
ENSG00000041982	ENSG00000041982.17	ENST00000350763	11335	MANE	ENST00000350763.9
ENSG00000041988	ENSG00000041988.16	ENST00000054650	1659	MANE	ENST00000054650.9
ENSG00000042062	ENSG00000042062.13	ENST00000327979	9272	MANE	ENST00000327979.8
ENSG00000042088	ENSG00000042088.14	ENST00000335725	9915	MANE	ENST00000335725.9
ENSG00000042286	ENSG00000042286.15	ENST00000307864	7507	MANE	ENST00000307864.3
ENSG00000042317	ENSG00000042317.17	ENST00000393545	17465	MANE	ENST00000393545.9
ENSG00000042429	ENSG00000042429.12	ENST00000251871	3168	MANE	ENST00000251871.9
ENSG00000042493	ENSG00000042493.16	ENST00000263867	4411	MANE	ENST00000263867.9
ENSG00000042753	ENSG00000042753.12	ENST00000263270	4305	MANE	ENST00000263270.11
ENSG00000043093	ENSG00000043093.15	ENST00000292782	6180	MANE	ENST00000292782.9
ENSG00000043143	ENSG00000043143.22	ENST00000681547	34225	MANE	ENST00000681547.2
ENSG00000043462	ENSG00000043462.13	ENST00000046794	1654	MANE	ENST00000046794.10
ENSG00000043514	ENSG00000043514.17	ENST00000316891	8322	MANE	ENST00000316891.10
ENSG00000044090	ENSG00000044090.13	ENST00000265348	4718	MANE	ENST00000265348.9
ENSG00000044115	ENSG00000044115.21	ENST00000302763	7058	MANE	ENST00000302763.12
ENSG00000044446	ENSG00000044446.12	ENST00000379942	16363	MANE	ENST00000379942.5
ENSG00000044459	ENSG00000044459.15	ENST00000380647	16501	MANE	ENST00000380647.8
ENSG00000044524	ENSG00000044524.11	ENST00000336596	10013	MANE	ENST00000336596.7
ENSG00000044574	ENSG00000044574.9	ENST00000324460	8993	MANE	ENST00000324460.7
ENSG00000046604	ENSG00000046604.15	ENST00000713832	36244	longest_CDS	ENST00000713832.1
ENSG00000046647	ENSG00000046647.15	ENST00000680255	34027	MANE	ENST00000680255.1
ENSG00000046651	ENSG00000046651.16	ENST00000340096	10429	MANE	ENST00000340096.11
ENSG00000046653	ENSG00000046653.15	ENST00000356942	12004	longest_CDS	ENST00000356942.9
ENSG00000046889	ENSG00000046889.19	ENST00000288368	5939	MANE	ENST00000288368.5
ENSG00000047056	ENSG00000047056.18	ENST00000263150	4275	MANE	ENST00000263150.9
ENSG00000047188	ENSG00000047188.16	ENST00000161863	1708	MANE	ENST00000161863.9
ENSG00000047230	ENSG00000047230.15	ENST00000359276	12453	MANE	ENST00000359276.9
ENSG00000047249	ENSG00000047249.18	ENST00000359530	12504	MANE	ENST00000359530.7
ENSG00000047315	ENSG00000047315.17	ENST00000314595	8126	MANE	ENST00000314595.6
ENSG00000047346	ENSG00000047346.13	ENST00000619572	30935	MANE	ENST00000619572.5
ENSG00000047365	ENSG00000047365.13	ENST00000303965	7153	MANE	ENST00000303965.9
ENSG00000047410	ENSG00000047410.14	ENST00000367478	13361	MANE	ENST00000367478.9
ENSG00000047457	ENSG00000047457.14	ENST00000264613	4556	MANE	ENST00000264613.11
ENSG00000047578	ENSG00000047578.14	ENST00000261588	3910	MANE	ENST00000261588.10
ENSG00000047579	ENSG00000047579.20	ENST00000344537	10939	MANE	ENST00000344537.10
ENSG00000047597	ENSG00000047597.7	ENST00000378616	16096	MANE	ENST00000378616.5
ENSG00000047617	ENSG00000047617.18	ENST00000682330	34359	MANE	ENST00000682330.1
ENSG00000047621	ENSG00000047621.12	ENST00000261250	3841	MANE	ENST00000261250.8
ENSG00000047634	ENSG00000047634.15	ENST00000380041	16381	MANE	ENST00000380041.8
ENSG00000047644	ENSG00000047644.20	ENST00000380861	16544	Ensembl	ENST00000380861.10
ENSG00000047648	ENSG00000047648.23	ENST00000337414	10116	MANE	ENST00000337414.9
ENSG00000047662	ENSG00000047662.5	ENST00000265018	4656	MANE	ENST00000265018.4
ENSG00000047849	ENSG00000047849.22	ENST00000683076	34486	MANE	ENST00000683076.1
ENSG00000047932	ENSG00000047932.14	ENST00000368498	13619	MANE	ENST00000368498.7
ENSG00000048028	ENSG00000048028.12	ENST00000696973	35525	MANE	ENST00000696973.1
ENSG00000048052	ENSG00000048052.25	ENST00000686413	34861	MANE	ENST00000686413.1
ENSG00000048140	ENSG00000048140.18	ENST00000508164	25141	MANE	ENST00000508164.6
ENSG00000048162	ENSG00000048162.22	ENST00000614830	30621	MANE	ENST00000614830.5
ENSG00000048342	ENSG00000048342.18	ENST00000424120	20370	MANE	ENST00000424120.6
ENSG00000048392	ENSG00000048392.13	ENST00000251810	3164	MANE	ENST00000251810.8
ENSG00000048405	ENSG00000048405.11	ENST00000265827	4790	MANE	ENST00000265827.8
ENSG00000048471	ENSG00000048471.14	ENST00000566228	28558	MANE	ENST00000566228.6
ENSG00000048540	ENSG00000048540.16	ENST00000537304	26857	MANE	ENST00000537304.6
ENSG00000048544	ENSG00000048544.7	ENST00000053468	1657	MANE	ENST00000053468.4
ENSG00000048649	ENSG00000048649.14	ENST00000308488	7576	MANE	ENST00000308488.11
ENSG00000048707	ENSG00000048707.15	ENST00000620676	31013	MANE	ENST00000620676.6
ENSG00000048740	ENSG00000048740.19	ENST00000633077	31409	MANE	ENST00000633077.2
ENSG00000048828	ENSG00000048828.18	ENST00000277165	5430	MANE	ENST00000277165.11
ENSG00000048991	ENSG00000048991.18	ENST00000683871	34589	MANE	ENST00000683871.1
ENSG00000049130	ENSG00000049130.16	ENST00000644744	31961	MANE	ENST00000644744.1
ENSG00000049167	ENSG00000049167.16	ENST00000676185	33464	MANE	ENST00000676185.1
ENSG00000049239	ENSG00000049239.13	ENST00000377403	15844	MANE	ENST00000377403.7
ENSG00000049245	ENSG00000049245.13	ENST00000054666	1660	MANE	ENST00000054666.11
ENSG00000049246	ENSG00000049246.15	ENST00000377532	15864	MANE	ENST00000377532.8
ENSG00000049323	ENSG00000049323.16	ENST00000404816	19063	MANE	ENST00000404816.7
ENSG00000049449	ENSG00000049449.10	ENST00000054950	1661	MANE	ENST00000054950.4
ENSG00000049540	ENSG00000049540.19	ENST00000252034	3183	MANE	ENST00000252034.12
ENSG00000049541	ENSG00000049541.11	ENST00000055077	1662	MANE	ENST00000055077.8
ENSG00000049618	ENSG00000049618.25	ENST00000636930	31557	MANE	ENST00000636930.2
ENSG00000049656	ENSG00000049656.14	ENST00000320895	8678	MANE	ENST00000320895.10
ENSG00000049759	ENSG00000049759.20	BambuTx1817	623	longest_CDS	BambuTx1817
ENSG00000049769	ENSG00000049769.14	ENST00000055335	1664	MANE	ENST00000055335.11
ENSG00000049860	ENSG00000049860.14	ENST00000261416	3868	MANE	ENST00000261416.12
ENSG00000049883	ENSG00000049883.15	ENST00000380639	16498	MANE	ENST00000380639.10
ENSG00000050130	ENSG00000050130.18	ENST00000616435	30718	MANE	ENST00000616435.5
ENSG00000050165	ENSG00000050165.19	ENST00000683431	34524	MANE	ENST00000683431.1
ENSG00000050344	ENSG00000050344.9	ENST00000056233	1666	MANE	ENST00000056233.4
ENSG00000050393	ENSG00000050393.12	ENST00000379170	16194	MANE	ENST00000379170.9
ENSG00000050405	ENSG00000050405.14	ENST00000341247	10567	MANE	ENST00000341247.9
ENSG00000050426	ENSG00000050426.16	ENST00000262055	4040	MANE	ENST00000262055.9
ENSG00000050628	ENSG00000050628.21	ENST00000306666	7381	MANE	ENST00000306666.10
ENSG00000050748	ENSG00000050748.18	ENST00000452135	22334	MANE	ENST00000452135.7
ENSG00000050820	ENSG00000050820.17	ENST00000162330	1710	MANE	ENST00000162330.10
ENSG00000051009	ENSG00000051009.11	ENST00000449352	22142	MANE	ENST00000449352.7
ENSG00000051108	ENSG00000051108.15	ENST00000439977	21503	MANE	ENST00000439977.7
ENSG00000051128	ENSG00000051128.19	ENST00000392351	17205	MANE	ENST00000392351.8
ENSG00000051180	ENSG00000051180.17	ENST00000267868	4935	MANE	ENST00000267868.8
ENSG00000051382	ENSG00000051382.10	ENST00000674063	33206	MANE	ENST00000674063.1
ENSG00000051523	ENSG00000051523.12	ENST00000261623	3923	MANE	ENST00000261623.8
ENSG00000051596	ENSG00000051596.10	ENST00000265097	4680	MANE	ENST00000265097.9
ENSG00000051620	ENSG00000051620.11	ENST00000607197	30175	MANE	ENST00000607197.6
