nm_id	enst_id	gene_name	source
NM_000904	ENST00000380455	NQO2	MANE
NM_000905	ENST00000242152	NPY	MANE
NM_000909	ENST00000296533	NPY1R	MANE
NM_000910	ENST00000329476	NPY2R	MANE
NM_000911	ENST00000234961	OPRD1	MANE
NM_000912	ENST00000265572	OPRK1	MANE
NM_000913	ENST00000355631	OPRL1	biomart
NM_000917	ENST00000263556	P4HA1	biomart
NM_000920	ENST00000393958	PC	biomart
NM_000921	ENST00000359062	PDE3A	MANE
NM_000922	ENST00000282096	PDE3B	MANE
NM_000923	ENST00000594617	PDE4C	biomart
NM_000924	ENST00000243052	PDE1B	MANE
NM_000925	ENST00000302746	PDHB	MANE
NM_000926	ENST00000325455	PGR	MANE
NM_000927	ENST00000265724	ABCB1	biomart
NM_000928	ENST00000308366	PLA2G1B	MANE
NM_000929	ENST00000375108	PLA2G5	MANE
NM_000932	ENST00000279230	PLCB3	MANE
NM_000933	ENST00000686976	PLCB4	biomart
NM_000935	ENST00000360060	PLOD2	biomart
NM_000936	ENST00000369221	PNLIP	MANE
NM_000937	ENST00000643490	POLR2A	MANE
NM_000938	ENST00000314595	POLR2B	MANE
NM_000939	ENST00000395826	POMC	MANE
NM_000940	ENST00000265627	PON3	MANE
NM_000941			unmapped
NM_000942	ENST00000300026	PPIB	MANE
NM_000943	ENST00000306442	PPIC	MANE
NM_000945	ENST00000234310	PPP3R1	MANE
NM_000946	ENST00000338193	PRIM1	MANE
NM_000947	ENST00000615550	PRIM2	MANE
NM_000948	ENST00000306482	PRL	MANE
NM_000949	ENST00000618457	PRLR	MANE
NM_000950	ENST00000449135	PRRG1	biomart
NM_000951	ENST00000246794	PRRG2	MANE
NM_000952	ENST00000373857	PTAFR	MANE
NM_000953	ENST00000306051	PTGDR	MANE
NM_000954	ENST00000371625	PTGDS	MANE
NM_000955	ENST00000292513	PTGER1	MANE
NM_000956	ENST00000245457	PTGER2	MANE
NM_000958	ENST00000302472	PTGER4	MANE
NM_000959	ENST00000370757	PTGFR	MANE
NM_000960	ENST00000291294	PTGIR	MANE
NM_000962	ENST00000362012	PTGS1	MANE
NM_000963	ENST00000367468	PTGS2	MANE
NM_000964	ENST00000254066	RARA	MANE
NM_000965	ENST00000330688	RARB	MANE
NM_000966	ENST00000425354	RARG	MANE
NM_000967	ENST00000216146	RPL3	MANE
NM_000968	ENST00000307961	RPL4	MANE
NM_000969	ENST00000370321	RPL5	MANE
NM_000970	ENST00000202773	RPL6	MANE
NM_000971	ENST00000352983	RPL7	MANE
NM_000973	ENST00000528957	RPL8	biomart
NM_000975	ENST00000643754	RPL11	MANE
NM_000978	ENST00000479035	RPL23	MANE
NM_000979	ENST00000549920	RPL18	MANE
NM_000982	ENST00000311549	RPL21	MANE
NM_000983	ENST00000234875	RPL22	MANE
NM_000984	ENST00000422514	RPL23A	MANE
NM_000985	ENST00000580261	RPL17	biomart
NM_000986	ENST00000394077	RPL24	MANE
NM_000988	ENST00000253788	RPL27	MANE
NM_000989	ENST00000287038	RPL30	MANE
NM_000990	ENST00000314138	RPL27A	MANE
NM_000991	ENST00000344063	RPL28	MANE
NM_000992	ENST00000294189	RPL29	MANE
NM_000993	ENST00000264258	RPL31	MANE
NM_000994	ENST00000429711	RPL32	MANE
NM_000996	ENST00000647248	RPL35A	MANE
NM_000998	ENST00000491306	RPL37A	MANE
NM_000999	ENST00000311111	RPL38	MANE
NM_001000	ENST00000361575	RPL39	MANE
NM_001001132	ENST00000381291	ITSN1	biomart
NM_001001317	ENST00000547058	PRSS58	MANE
NM_001001329	ENST00000591462	PRKCSH	biomart
NM_001001330	ENST00000373758	REEP3	MANE
NM_001001342	ENST00000441611	BLOC1S2	biomart
NM_001001346	ENST00000367165	CLDN20	MANE
NM_001001349	ENST00000307641	NKIRAS2	biomart
NM_001001389	ENST00000415148	CD44	biomart
NM_001001390	ENST00000433892	CD44	biomart
NM_001001391	ENST00000263398	CD44	biomart
NM_001001392	ENST00000278386	CD44	biomart
NM_001001394			unmapped
NM_001001395	ENST00000354662	LMO3	biomart
NM_001001410	ENST00000007390	TSR3	MANE
NM_001001411	ENST00000397121	ZNF676	MANE
NM_001001412	ENST00000329905	CALHM1	MANE
NM_001001413	ENST00000614055	GOLGA6L1	MANE
NM_001001414	ENST00000339852	NCCRP1	MANE
NM_001001415	ENST00000358491	ZNF429	MANE
NM_001001417	ENST00000611257	TBC1D3B	MANE
NM_001001418	ENST00000622206	TBC1D3C	MANE
NM_001001430	ENST00000367318	TNNT2	biomart
NM_001001431	ENST00000412633	TNNT2	biomart
NM_001001432	ENST00000438742	TNNT2	biomart
NM_001001433	ENST00000371141	STX16	MANE
NM_001001436	ENST00000285697	C16orf87	MANE
NM_001001437	ENST00000619989	CCL3L3	MANE
NM_001001438	ENST00000630343	LSS	biomart
NM_001001479	ENST00000343605	SLC35E4	MANE
NM_001001480	ENST00000399676	KRTAP5-5	MANE
NM_001001481	ENST00000651945	UBE2W	biomart
NM_001001502	ENST00000310112	SNCB	biomart
NM_001001503	ENST00000340344	NDUFV3	biomart
NM_001001520	ENST00000616600	HDGFL2	MANE
NM_001001521	ENST00000394417	UGP2	biomart
NM_001001522	ENST00000392951	TAGLN	biomart
NM_001001523	ENST00000356728	RORC	biomart
NM_001001524	ENST00000389363	TM6SF2	MANE
NM_001001547	ENST00000956935	CD36	biomart
NM_001001548	ENST00000447544	CD36	MANE
NM_001001549	ENST00000357271	GRB10	biomart
NM_001001550	ENST00000398810	GRB10	biomart
NM_001001551	ENST00000376419	IDNK	MANE
NM_001001555	ENST00000335866	GRB10	biomart
NM_001001556	ENST00000327171	GALK2	biomart
NM_001001557	ENST00000287020	GDF6	MANE
NM_001001567	ENST00000335512	PDE9A	biomart
NM_001001568	ENST00000398224	PDE9A	biomart
NM_001001569	ENST00000349112	PDE9A	biomart
NM_001001570	ENST00000380328	PDE9A	biomart
NM_001001571	ENST00000398234	PDE9A	biomart
NM_001001572	ENST00000398227	PDE9A	biomart
NM_001001573	ENST00000398227	PDE9A	biomart
NM_001001574	ENST00000398236	PDE9A	biomart
NM_001001575	ENST00000398227	PDE9A	biomart
NM_001001576	ENST00000398227	PDE9A	biomart
NM_001001577	ENST00000398229	PDE9A	biomart
NM_001001578	ENST00000335440	PDE9A	biomart
NM_001001579	ENST00000398227	PDE9A	biomart
NM_001001580	ENST00000398227	PDE9A	biomart
NM_001001581	ENST00000398232	PDE9A	biomart
NM_001001582	ENST00000398225	PDE9A	biomart
NM_001001583	ENST00000328862	PDE9A	biomart
NM_001001584	ENST00000398227	PDE9A	biomart
NM_001001585	ENST00000398227	PDE9A	biomart
NM_001001653	ENST00000372455	MED8	biomart
NM_001001655	ENST00000343075	ALKBH2	biomart
NM_001001656	ENST00000641559	OR9A4	MANE
NM_001001657	ENST00000307832	OR2Y1	MANE
NM_001001658	ENST00000350513	OR9A2	MANE
NM_001001659	ENST00000641068	OR2A14	MANE
NM_001001660	ENST00000381356	ETFRF1	MANE
NM_001001661	ENST00000378061	ZNF425	MANE
NM_001001662	ENST00000481138	ZNF782	MANE
NM_001001663	ENST00000407886	LHFPL7	biomart
NM_001001664	ENST00000280098	SPOPL	MANE
NM_001001666	ENST00000402530	ANO7	biomart
NM_001001667	ENST00000418316	OR6V1	MANE
NM_001001668	ENST00000330619	ZNF470	MANE
NM_001001669	ENST00000333677	ARHGEF37	MANE
NM_001001670	ENST00000344803	SPATA31D1	MANE
NM_001001671	ENST00000338883	MAP3K15	MANE
NM_001001673	ENST00000554964	RNASE9	biomart
NM_001001674	ENST00000332238	OR4F15	MANE
NM_001001676			unmapped
NM_001001683	ENST00000293777	MED11	MANE
NM_001001709			unmapped
NM_001001710	ENST00000344774	CIMIP2A	MANE
NM_001001711	ENST00000302259	DDI1	MANE
NM_001001712	ENST00000497771	LCN10	MANE
NM_001001713	ENST00000380637	SH3BGR	biomart
NM_001001732	ENST00000344386	CC2D2B	biomart
NM_001001740	ENST00000308769	COP1	biomart
NM_001001786	ENST00000560104	BLID	MANE
NM_001001790	ENST00000321301	TOMM5	MANE
NM_001001791			unmapped
NM_001001795	ENST00000524821	C8orf82	MANE
NM_001001821	ENST00000328782	OR2T34	MANE
NM_001001824	ENST00000460972	OR2T27	MANE
NM_001001850	ENST00000315099	STX19	MANE
NM_001001851	ENST00000397145	ITIH5	biomart
NM_001001852	ENST00000360612	PIM3	MANE
NM_001001872	ENST00000267485	ARMH4	MANE
NM_001001874	ENST00000314556	TPD52L3	MANE
NM_001001875	ENST00000381428	TPD52L3	biomart
NM_001001888	ENST00000381032	VCX3B	MANE
NM_001001890	ENST00000344691	RUNX1	biomart
NM_001001891			unmapped
NM_001001894	ENST00000450533	TTC3	biomart
NM_001001895	ENST00000291535	UBASH3A	biomart
NM_001001912	ENST00000641524	OR4E2	MANE
NM_001001913	ENST00000641645	OR52N1	MANE
NM_001001916	ENST00000380370	OR52J3	MANE
NM_001001917	ENST00000641423	OR56A1	biomart
NM_001001918	ENST00000317861	OR14C36	MANE
NM_001001919	ENST00000277216	OR13C4	MANE
NM_001001920	ENST00000642128	OR4C15	MANE
NM_001001921	ENST00000641320	OR5AS1	MANE
NM_001001922	ENST00000317093	OR52N5	biomart
NM_001001924	ENST00000262102	MTUS1	biomart
NM_001001925	ENST00000381869	MTUS1	biomart
NM_001001928	ENST00000873468	PPARA	biomart
NM_001001931	ENST00000381861	MTUS1	biomart
NM_001001933	ENST00000294638	LHX8	biomart
NM_001001935	ENST00000593152	ATP5F1A	biomart
NM_001001936	ENST00000304129	AFAP1L2	MANE
NM_001001937	ENST00000282050	ATP5F1A	biomart
NM_001001938			unmapped
NM_001001952	ENST00000333976	OR5D18	MANE
NM_001001953	ENST00000375024	OR10G9	MANE
NM_001001954	ENST00000302040	OR5A2	MANE
NM_001001955	ENST00000555099	OR4C13	MANE
NM_001001956	ENST00000259362	OR13C9	MANE
NM_001001957	ENST00000360358	OR2W3	MANE
NM_001001958	ENST00000305444	OR7G3	MANE
NM_001001959	ENST00000355784	OR11L1	MANE
NM_001001960	ENST00000344514	OR5W2	MANE
NM_001001961	ENST00000641090	OR13C3	MANE
NM_001001963	ENST00000623922	OR2L8	MANE
NM_001001964	ENST00000641193	OR2T11	MANE
NM_001001965	ENST00000307033	OR4D5	MANE
NM_001001966	ENST00000641093	OR14A16	MANE
NM_001001967	ENST00000623930	OR5D13	MANE
NM_001001968	ENST00000320704	OR6S1	MANE
NM_001001971	ENST00000611933	FAM13C	biomart
NM_001001974	ENST00000368990	PLEKHA1	MANE
NM_001001975	ENST00000395633	ATP5F1D	biomart
NM_001001976	ENST00000224652	ATE1	MANE
NM_001001992	ENST00000707868	USP16	biomart
NM_001001998	ENST00000376936	EXOSC10	MANE
NM_001002	ENST00000392514	RPLP0	MANE
NM_001002000	ENST00000644066	GMPR2	biomart
NM_001002001	ENST00000642276	GMPR2	biomart
NM_001002002	ENST00000399440	GMPR2	MANE
NM_001002006	ENST00000359846	NT5C1B	biomart
NM_001002009	ENST00000643244	NT5C3A	biomart
NM_001002010	ENST00000610140	NT5C3A	MANE
NM_001002017	ENST00000574151	HCFC1R1	biomart
NM_001002018	ENST00000574980	HCFC1R1	biomart
NM_001002019	ENST00000443358	PUS1	biomart
NM_001002020	ENST00000443358	PUS1	biomart
NM_001002021	ENST00000349048	PFKL	biomart
NM_001002026	ENST00000343735	CLDN18	biomart
NM_001002027	ENST00000938820	ATP5MC1	biomart
NM_001002029	ENST00000435363	C4B	MANE
NM_001002030	ENST00000454859	ECHDC1	MANE
NM_001002031	ENST00000673498	ATP5MC2	biomart
NM_001002032	ENST00000356033	JPT1	biomart
NM_001002033	ENST00000476258	JPT1	biomart
NM_001002034	ENST00000321753	PHETA2	MANE
NM_001002035	ENST00000328698	DEFB108B	MANE
NM_001002036	ENST00000342380	ASTL	MANE
NM_001002244	ENST00000357385	ANAPC11	biomart
NM_001002245	ENST00000571024	ANAPC11	biomart
NM_001002246	ENST00000574924	ANAPC11	biomart
NM_001002247	ENST00000926466	ANAPC11	biomart
NM_001002248	ENST00000344877	ANAPC11	MANE
NM_001002249	ENST00000392376	ANAPC11	biomart
NM_001002251	ENST00000853824	ARL6IP4	biomart
NM_001002252			unmapped
NM_001002254	ENST00000276101	AWAT2	MANE
NM_001002255	ENST00000326669	SUMO4	MANE
NM_001002258	ENST00000284727	ATP5MC3	biomart
NM_001002259	ENST00000687797	CAPRIN2	biomart
NM_001002261	ENST00000951157	ZFYVE27	biomart
NM_001002262	ENST00000359980	ZFYVE27	biomart
NM_001002264	ENST00000313640	EPSTI1	biomart
NM_001002266	ENST00000395771	MARCHF8	biomart
NM_001002269	ENST00000396521	EXOSC3	biomart
NM_001002273	ENST00000880973	FCGR2B	biomart
NM_001002274	ENST00000236937	FCGR2B	biomart
NM_001002275	ENST00000880974	FCGR2B	biomart
NM_001002292	ENST00000354777	WLS	biomart
NM_001002295	ENST00000379328	GATA3	MANE
NM_001002296	ENST00000357743	GOLGA7	MANE
NM_001002758			unmapped
NM_001002759	ENST00000369727	SFR1	MANE
NM_001002760	ENST00000382392	BPY2B	MANE
NM_001002761	ENST00000382287	BPY2C	MANE
NM_001002796	ENST00000312216	MCTP1	biomart
NM_001002800	ENST00000357388	SMC4	MANE
NM_001002810	ENST00000369347	PDE4DIP	biomart
NM_001002811	ENST00000313431	PDE4DIP	biomart
NM_001002812	ENST00000369349	PDE4DIP	biomart
NM_001002814	ENST00000330843	RAB11FIP1	MANE
NM_001002836	ENST00000610935	ZNF787	MANE
NM_001002838	ENST00000375169	WNK3	biomart
NM_001002841	ENST00000354968	MYL4	biomart
NM_001002843	ENST00000559237	ZNF280D	biomart
NM_001002844	ENST00000558320	ZNF280D	biomart
NM_001002857	ENST00000421017	ANXA2	biomart
NM_001002858	ENST00000332680	ANXA2	biomart
NM_001002860	ENST00000334746	BTBD7	MANE
NM_001002877	ENST00000490103	THOC5	biomart
NM_001002878	ENST00000397872	THOC5	biomart
NM_001002879	ENST00000397871	THOC5	biomart
NM_001002880	ENST00000930719	CBY1	biomart
NM_001002901	ENST00000367948	FCRLB	MANE
NM_001002905	ENST00000641972	OR8G1	MANE
NM_001002906			unmapped
NM_001002907	ENST00000279783	OR8K1	MANE
NM_001002909	ENST00000591680	GPATCH8	MANE
NM_001002911	ENST00000570682	GPR139	MANE
NM_001002912	ENST00000326665	ERICH3	MANE
NM_001002913	ENST00000543175	PTRH1	MANE
NM_001002914	ENST00000672140	KCTD11	biomart
NM_001002915	ENST00000434646	IGFL2	biomart
NM_001002917	ENST00000641015	OR8D1	MANE
NM_001002918	ENST00000624618	OR8D2	MANE
NM_001002919	ENST00000403610	ALKAL2	MANE
NM_001002920	ENST00000522175	POTEA	biomart
NM_001002923	ENST00000377697	IGFL4	MANE
NM_001002925	ENST00000544374	OR5AP2	MANE
NM_001002926	ENST00000222567	POLR1F	MANE
NM_001003	ENST00000260379	RPLP1	MANE
NM_001003395	ENST00000532429	TPD52L1	biomart
NM_001003396	ENST00000368402	TPD52L1	biomart
NM_001003397	ENST00000368388	TPD52L1	biomart
NM_001003398	ENST00000548411	BICD1	biomart
NM_001003406	ENST00000404898	CACNA1I	biomart
NM_001003407	ENST00000392955	ABLIM1	biomart
NM_001003443	ENST00000641160	OR56A3	MANE
NM_001003665	ENST00000366788	STUM	MANE
NM_001003674	ENST00000587757	LDLRAD4	biomart
NM_001003675	ENST00000586765	LDLRAD4	biomart
NM_001003676	ENST00000395460	CSTPP1	biomart
NM_001003677	ENST00000378615	CSTPP1	biomart
NM_001003678	ENST00000378618	CSTPP1	biomart
NM_001003679	ENST00000371060	LEPR	biomart
NM_001003680	ENST00000371059	LEPR	biomart
NM_001003681	ENST00000216106	HMGXB4	MANE
NM_001003682	ENST00000521452	TMEM200B	MANE
NM_001003683	ENST00000410103	PDE1A	biomart
NM_001003684	ENST00000401406	UQCR10	biomart
NM_001003690	ENST00000451025	MAD2L1BP	biomart
NM_001003693	ENST00000375832	LY6G6F	MANE
NM_001003694	ENST00000383829	BRPF1	MANE
NM_001003696	ENST00000400087	ATP5PF	biomart
NM_001003697	ENST00000400090	ATP5PF	biomart
NM_001003698	ENST00000349384	RREB1	biomart
NM_001003699	ENST00000379938	RREB1	MANE
NM_001003700	ENST00000334984	RREB1	biomart
NM_001003701	ENST00000457143	ATP5PF	biomart
NM_001003702	ENST00000378115	ARHGEF35	MANE
NM_001003703	ENST00000284971	ATP5PF	MANE
NM_001003704	ENST00000355143	MTFP1	biomart
NM_001003712	ENST00000393250	OSBPL8	biomart
NM_001003713	ENST00000394186	ATP5MF	biomart
NM_001003714	ENST00000359832	ATP5MF	biomart
NM_001003722	ENST00000309971	GLE1	MANE
NM_001003745	ENST00000642047	OR10A3	MANE
NM_001003750	ENST00000302124	OR8I2	MANE
NM_001003785	ENST00000344546	ATP5PD	biomart
NM_001003786	ENST00000639835	STRADA	biomart
NM_001003787	ENST00000336174	STRADA	MANE
NM_001003788	ENST00000375840	STRADA	biomart
NM_001003789	ENST00000354869	RABL2B	biomart
NM_001003790	ENST00000335171	ERLIN2	biomart
NM_001003791	ENST00000648919	ERLIN2	biomart
NM_001003792	ENST00000383766	RBMS3	biomart
NM_001003793	ENST00000383767	RBMS3	MANE
NM_001003795	ENST00000472837	GTF2IRD2B	MANE
NM_001003799	ENST00000698248	TARP	MANE
NM_001003800	ENST00000356884	BICD2	MANE
NM_001003801	ENST00000262188	SMARCD3	MANE
NM_001003802	ENST00000356800	SMARCD3	biomart
NM_001003803	ENST00000311459	DMAC2L	biomart
NM_001003805	ENST00000672419	DMAC2L	biomart
NM_001003806	ENST00000443402	TRGC1	biomart
NM_001003811	ENST00000395889	TEX11	biomart
NM_001003818	ENST00000380097	TRIM6	MANE
NM_001003819	ENST00000354852	TRIM6-TRIM34	biomart
NM_001003827	ENST00000514226	TRIM34	biomart
NM_001003828	ENST00000406477	PARVB	biomart
NM_001003845	ENST00000375281	SP5	MANE
NM_001003891	ENST00000263205	MED15	MANE
NM_001003892	ENST00000338487	DUSP29	MANE
NM_001003897	ENST00000373606	MANBAL	MANE
NM_001003927	ENST00000247270	EVI2A	biomart
NM_001003931	ENST00000398755	PARP3	MANE
NM_001003937	ENST00000317802	TSPYL6	MANE
NM_001003940	ENST00000354670	BMF	MANE
NM_001003942	ENST00000431415	BMF	biomart
NM_001003943	ENST00000559701	BMF	biomart
NM_001003945	ENST00000907374	ALAD	biomart
NM_001003954	ENST00000262219	ANXA13	biomart
NM_001003962	ENST00000856038	CAPNS1	biomart
NM_001004	ENST00000321153	RPLP2	MANE
NM_001004019	ENST00000404922	FBLN2	MANE
NM_001004023	ENST00000367108	DYRK3	biomart
NM_001004051	ENST00000483720	GPRASP2	MANE
NM_001004052	ENST00000530810	OR52B2	MANE
NM_001004056	ENST00000345167	GRK4	biomart
NM_001004057	ENST00000504933	GRK4	biomart
NM_001004058	ENST00000313447	OR8K5	MANE
NM_001004059	ENST00000641692	OR4S2	MANE
NM_001004060	ENST00000621364	NOMO2	biomart
NM_001004063	ENST00000641172	OR4K1	MANE
NM_001004064	ENST00000642058	OR8J3	MANE
NM_001004067	ENST00000399336	NOMO3	MANE
NM_001004105	ENST00000355958	GRK6	biomart
NM_001004106	ENST00000355472	GRK6	MANE
NM_001004124	ENST00000641760	OR4P4	biomart
NM_001004125	ENST00000358022	TUSC1	MANE
NM_001004127	ENST00000521508	ALG11	MANE
NM_001004135	ENST00000641592	OR2A12	MANE
NM_001004137	ENST00000360213	OR52M1	MANE
NM_001004195			unmapped
NM_001004196	ENST00000473539	CD200	biomart
NM_001004297	ENST00000553795	OR13A1	MANE
NM_001004301	ENST00000396403	ZNF813	MANE
NM_001004303	ENST00000343433	FYB2	MANE
NM_001004304	ENST00000416904	ZNF740	MANE
NM_001004306			unmapped
NM_001004308	ENST00000695808	RTL4	biomart
NM_001004309	ENST00000354377	ZNF774	MANE
NM_001004310	ENST00000368106	FCRL6	MANE
NM_001004311	ENST00000332372	FIGLA	MANE
NM_001004312	ENST00000358241	RTP2	MANE
NM_001004313	ENST00000341871	TMEM220	MANE
NM_001004316	ENST00000356539	LEKR1	MANE
NM_001004318	ENST00000331256	ACP7	MANE
NM_001004319	ENST00000339922	VHLL	MANE
NM_001004323	ENST00000332375	SPACDR	MANE
NM_001004325	ENST00000412090	KRTAP5-2	MANE
NM_001004328	ENST00000396570	ZNF705A	MANE
NM_001004329	ENST00000332700	DBX2	MANE
NM_001004330			unmapped
NM_001004333	ENST00000593646	RNASEK	MANE
NM_001004334	ENST00000616987	GPR179	MANE
NM_001004339	ENST00000371528	ZYG11A	MANE
NM_001004340			unmapped
NM_001004341	ENST00000454449	ETV3L	MANE
NM_001004342	ENST00000366653	TRIM67	MANE
NM_001004343	ENST00000357246	MAP1LC3C	MANE
NM_001004346	ENST00000325278	MTHFD2L	biomart
NM_001004352			unmapped
NM_001004353	ENST00000412566	STPG3	MANE
NM_001004354	ENST00000356628	NRARP	MANE
NM_001004356	ENST00000510644	FGFRL1	MANE
NM_001004358	ENST00000890920	FGFRL1	biomart
NM_001004360	ENST00000310323	DPP10	biomart
NM_001004416	ENST00000408910	UMODL1	MANE
NM_001004419	ENST00000261340	CLEC2D	biomart
NM_001004426	ENST00000885145	PLA2G6	biomart
NM_001004431	ENST00000320095	METRNL	MANE
NM_001004432	ENST00000368820	LINGO4	MANE
NM_001004434	ENST00000374276	SLC30A2	MANE
NM_001004439	ENST00000315757	ITGA11	MANE
NM_001004440	ENST00000369630	TAFA3	biomart
NM_001004441	ENST00000338682	ANKRD34B	MANE
NM_001004450	ENST00000623530	OR1B1	MANE
NM_001004451	ENST00000259357	OR1J1	MANE
NM_001004452	ENST00000340750	OR1J4	MANE
NM_001004453	ENST00000304720	OR1L6	MANE
NM_001004454	ENST00000641027	OR1L8	MANE
NM_001004456	ENST00000641627	OR1M1	MANE
NM_001004457	ENST00000373688	OR1N2	MANE
NM_001004458	ENST00000641544	OR1S1	MANE
NM_001004459	ENST00000641683	OR1S2	MANE
NM_001004460	ENST00000641461	OR10A2	MANE
NM_001004461	ENST00000641238	OR10A6	MANE
NM_001004462	ENST00000641722	OR10G4	MANE
NM_001004463	ENST00000641585	OR10G7	MANE
NM_001004464	ENST00000641224	OR10G8	MANE
NM_001004465	ENST00000322107	OR10H4	MANE
NM_001004466	ENST00000642092	OR10H5	MANE
NM_001004467			unmapped
NM_001004469	ENST00000334857	OR10J5	MANE
NM_001004471	ENST00000316770	OR10Q1	MANE
NM_001004472	ENST00000641400	OR10R2	biomart
NM_001004473	ENST00000641535	OR10K1	MANE
NM_001004474	ENST00000641123	OR10S1	MANE
NM_001004475	ENST00000334438	OR10T2	MANE
NM_001004476	ENST00000641042	OR10K2	MANE
NM_001004477	ENST00000623167	OR10X1	MANE
NM_001004478	ENST00000641002	OR10Z1	MANE
NM_001004479	ENST00000641082	OR11H4	MANE
NM_001004480	ENST00000315519	OR11H6	MANE
NM_001004481	ENST00000542196	OR13C2	MANE
NM_001004482	ENST00000374779	OR13C5	MANE
NM_001004483	ENST00000335040	OR13C8	MANE
NM_001004484	ENST00000641530	OR13D1	MANE
NM_001004485	ENST00000334726	OR13F1	MANE
NM_001004486	ENST00000338616	OR13H1	MANE
NM_001004487	ENST00000377981	OR13J1	MANE
NM_001004488	ENST00000645728	OR2A25	biomart
NM_001004491	ENST00000366480	OR2AK2	MANE
NM_001004492	ENST00000641149	OR2B11	MANE
NM_001004684	ENST00000317834	OR2D3	MANE
NM_001004685	ENST00000408955	OR2F2	MANE
NM_001004686	ENST00000642011	OR2L2	biomart
NM_001004687	ENST00000359959	OR2L3	MANE
NM_001004688	ENST00000641836	OR2M2	MANE
NM_001004689	ENST00000641626	OR2M3	MANE
NM_001004690	ENST00000366476	OR2M5	MANE
NM_001004691	ENST00000317965	OR2M7	MANE
NM_001004693	ENST00000642090	OR2T10	MANE
NM_001004694	ENST00000641069	OR2T29	MANE
NM_001004696	ENST00000366473	OR2T4	MANE
NM_001004697	ENST00000641363	OR2T5	MANE
NM_001004698			unmapped
NM_001004699	ENST00000641125	OR2Z1	MANE
NM_001004700	ENST00000641580	OR4C11	MANE
NM_001004701	ENST00000623907	OR4C16	MANE
NM_001004702	ENST00000319856	OR4C3	MANE
NM_001004703	ENST00000328188	OR4C46	MANE
NM_001004704	ENST00000314259	OR4C6	MANE
NM_001004705	ENST00000530162	OR4D10	MANE
NM_001004706	ENST00000313253	OR4D11	MANE
NM_001004707	ENST00000545221	OR4D2	MANE
NM_001004708	ENST00000300127	OR4D6	MANE
NM_001004711	ENST00000641962	OR4D9	MANE
NM_001004713	ENST00000641398	OR1I1	MANE
NM_001004714	ENST00000641904	OR4K13	MANE
NM_001004715	ENST00000641386	OR4K17	MANE
NM_001004717	ENST00000315683	OR4L1	MANE
NM_001004719	ENST00000614722	OR4M2	MANE
NM_001004720	ENST00000393349	NCK2	biomart
NM_001004722	ENST00000451463	NCK2	biomart
NM_001004723	ENST00000557677	OR4N2	MANE
NM_001004724	ENST00000641086	OR4N5	MANE
NM_001004725	ENST00000319988	OR4S1	MANE
NM_001004726	ENST00000320048	OR4X1	MANE
NM_001004727	ENST00000624868	OR4X2	MANE
NM_001004728	ENST00000641045	OR5A1	MANE
NM_001004729	ENST00000641998	OR5AN1	MANE
NM_001004730	ENST00000624596	OR5AR1	MANE
NM_001004731	ENST00000304418	OR5AU1	MANE
NM_001004733	ENST00000641921	OR5B12	MANE
NM_001004735	ENST00000335605	OR5D14	MANE
NM_001004736	ENST00000642057	OR5K1	MANE
NM_001004737	ENST00000427338	OR5K2	MANE
NM_001004738	ENST00000625203	OR5L1	MANE
NM_001004739	ENST00000378397	OR5L2	MANE
NM_001004740	ENST00000641076	OR5M1	MANE
NM_001004741	ENST00000526538	OR5M10	MANE
NM_001004742	ENST00000641993	OR5M3	MANE
NM_001004743	ENST00000279791	OR5M9	MANE
NM_001004746	ENST00000641661	OR5T2	MANE
NM_001004748	ENST00000380371	OR51A2	MANE
NM_001004749	ENST00000641490	OR51A7	MANE
NM_001004750	ENST00000380219	OR51B6	MANE
NM_001004751	ENST00000641817	OR51D1	MANE
NM_001004752	ENST00000624103	OR51F1	MANE
NM_001004753	ENST00000322110	OR51F2	MANE
NM_001004754	ENST00000641930	OR51I2	MANE
NM_001004755	ENST00000641819	OR51L1	MANE
NM_001004756	ENST00000642046	OR51M1	MANE
NM_001004757	ENST00000300778	OR51Q1	MANE
NM_001004758	ENST00000322101	OR51S1	MANE
NM_001005160	ENST00000307388	OR52A5	MANE
NM_001005161	ENST00000624801	OR52B4	MANE
NM_001005162	ENST00000345043	OR52B6	MANE
NM_001005163	ENST00000322641	OR52D1	MANE
NM_001005164	ENST00000321522	OR52E2	MANE
NM_001005165	ENST00000641726	OR52E4	MANE
NM_001005167	ENST00000329322	OR52E6	MANE
NM_001005168	ENST00000537935	OR52E8	MANE
NM_001005169	ENST00000530443	OR52I1	MANE
NM_001005170	ENST00000641486	OR52I2	biomart
NM_001005171	ENST00000641528	OR52K1	MANE
NM_001005172	ENST00000325719	OR52K2	MANE
NM_001005173	ENST00000332249	OR52L1	MANE
NM_001005176	ENST00000373645	SP140	biomart
NM_001005177	ENST00000624978	OR52R1	MANE
NM_001005178	ENST00000311352	OR52W1	MANE
NM_001005179	ENST00000641156	OR56A4	MANE
NM_001005180	ENST00000317121	OR56B1	MANE
