gene	n_isoforms	n_pos_go	mean_go_corr	fsi	top_consistency	specialization_ratio	has_domain_loss	scenario
ENSG00000105976.16	10	5	0.9089	0.0911	0.8000	1.5805	True	S1
ENSG00000143924.19	4	2	1.0000	0.0000	1.0000	0.8999	False	S1
ENSG00000086102.19	4	9	0.2222	0.7778	0.7778	0.0571	False	S2
ENSG00000070756.17	9	4	-0.0522	1.0522	0.5000	0.0109	False	S2
ENSG00000180834.8	3	2	1.0000	0.0000	1.0000	0.4374	False	S1
ENSG00000114861.24	5	8	0.2180	0.7820	0.5000	0.0051	False	S2
ENSG00000120925.16	3	2	-0.5000	1.5000	0.5000	0.1777	False	S2
ENSG00000180398.13	9	2	1.0000	0.0000	1.0000	1.8177	True	S1
ENSG00000154556.20	15	4	0.6661	0.3339	0.5000	0.3631	True	Mixed
ENSG00000141447.19	3	3	1.0000	0.0000	1.0000	0.1305	True	S1
ENSG00000152767.17	6	3	-0.3333	1.3333	0.6667	0.2810	True	S2
ENSG00000104880.19	6	2	1.0000	0.0000	1.0000	9.6122	True	S1
ENSG00000122257.20	5	7	0.2476	0.7524	0.4286	0.1883	False	S2
ENSG00000107164.17	3	3	0.6667	0.3333	0.6667	9.8885	True	Mixed
ENSG00000173821.20	10	5	0.6177	0.3823	0.4000	0.7784	True	Mixed
ENSG00000120694.20	3	3	1.0000	0.0000	1.0000	0.0397	False	S1
ENSG00000005884.18	5	3	-0.3333	1.3333	0.6667	0.5543	True	S2
ENSG00000048540.16	5	2	0.8750	0.1250	1.0000	0.2854	False	S1
ENSG00000112773.16	3	2	0.5000	0.5000	1.0000	0.0016	False	Mixed
ENSG00000138434.17	9	3	0.2632	0.7368	0.6667	0.2361	False	S2
ENSG00000177119.17	6	4	-0.0095	1.0095	0.2500	0.0256	False	S2
ENSG00000197343.11	6	3	-0.2121	1.2121	0.6667	2.4619	True	S2
ENSG00000186187.12	12	3	0.9251	0.0749	0.6667	3.0326	False	Mixed
ENSG00000181019.13	3	3	0.1667	0.8333	0.6667	0.1777	False	S2
ENSG00000110047.18	6	7	1.0000	0.0000	1.0000	0.6600	True	S1
ENSG00000145687.17	3	2	0.5000	0.5000	1.0000	2.0960	False	Mixed
ENSG00000147274.14	4	8	0.4429	0.5571	0.7500	0.8054	True	Mixed
ENSG00000145675.16	9	2	0.9826	0.0174	1.0000	0.1374	True	S1
ENSG00000139263.12	4	2	-1.0000	2.0000	0.5000	0.0664	True	S2
ENSG00000099622.14	15	4	0.5763	0.4237	0.5000	1.7668	True	Mixed
ENSG00000148516.23	5	8	0.7821	0.2179	0.5000	0.0395	False	Mixed
ENSG00000180957.19	5	2	0.6667	0.3333	0.5000	0.0000	False	Mixed
ENSG00000005436.14	5	2	-0.6842	1.6842	0.5000	0.2139	False	S2
ENSG00000131373.15	3	5	-0.1000	1.1000	0.6000	0.0488	False	S2
ENSG00000010244.19	3	3	0.1667	0.8333	0.6667	0.0066	False	S2
ENSG00000114503.11	5	5	0.1500	0.8500	0.4000	0.4674	True	S2
ENSG00000013441.17	5	6	0.2667	0.7333	0.8333	0.0449	True	S2
ENSG00000177311.12	6	5	0.6800	0.3200	0.8000	0.7556	True	Mixed
ENSG00000145725.21	8	2	0.5000	0.5000	0.5000	0.0386	False	Mixed
ENSG00000136153.21	10	2	-0.2638	1.2638	0.5000	0.0575	True	S2
ENSG00000105662.16	10	2	-1.0000	2.0000	0.5000	0.0005	False	S2
ENSG00000177697.19	14	2	-0.1765	1.1765	0.5000	0.4880	True	S2
ENSG00000179981.11	3	2	1.0000	0.0000	1.0000	0.2759	False	S1
ENSG00000115641.19	6	3	0.2000	0.8000	0.3333	0.0263	False	S2
ENSG00000111641.13	5	2	1.0000	0.0000	1.0000	2.6838	False	S1
ENSG00000198755.11	4	3	1.0000	0.0000	1.0000	1.0757	False	S1
ENSG00000072501.19	6	7	-0.1429	1.1429	0.5714	0.0120	False	S2
ENSG00000122550.18	5	4	0.4444	0.5556	0.7500	0.0264	True	Mixed
ENSG00000164318.18	3	3	-0.3333	1.3333	0.6667	0.3691	True	S2
ENSG00000180901.11	4	2	1.0000	0.0000	1.0000	0.8011	True	S1
ENSG00000115053.17	6	4	-0.1238	1.1238	0.5000	0.0057	False	S2
ENSG00000072778.20	4	2	0.8000	0.2000	1.0000	1.5882	True	S1
ENSG00000137831.15	3	2	-1.0000	2.0000	0.5000	0.3857	False	S2
ENSG00000138814.17	4	6	-0.0667	1.0667	0.6667	0.0265	True	S2
ENSG00000135365.17	11	2	0.9385	0.0615	1.0000	0.0313	True	S1
ENSG00000100644.17	4	16	0.4717	0.5283	0.8750	0.0064	False	Mixed
ENSG00000108389.10	4	3	1.0000	0.0000	1.0000	0.0001	True	S1
ENSG00000070814.22	8	4	0.8017	0.1983	0.7500	1.5504	False	Mixed
ENSG00000168883.20	5	3	-0.0667	1.0667	0.6667	1.3769	True	S2
ENSG00000103051.21	4	2	-0.3333	1.3333	0.5000	0.0041	False	S2
ENSG00000007237.19	4	2	1.0000	0.0000	1.0000	0.0765	True	S1
ENSG00000133226.19	5	2	0.6000	0.4000	1.0000	7.3048	False	Mixed
ENSG00000104419.17	6	4	0.0909	0.9091	0.5000	0.0496	False	S2
ENSG00000115414.21	13	7	0.8214	0.1786	0.7143	2.3002	False	Mixed
ENSG00000156976.17	4	5	0.3400	0.6600	0.8000	0.2063	False	Mixed
ENSG00000108515.18	3	2	-1.0000	2.0000	0.5000	0.8973	False	S2
ENSG00000004399.13	4	2	1.0000	0.0000	1.0000	0.4613	True	S1
ENSG00000155329.12	5	3	-0.3333	1.3333	0.6667	0.2207	False	S2
ENSG00000071054.17	10	6	0.6109	0.3891	0.5000	2.8677	True	Mixed
ENSG00000179583.21	5	11	1.0000	0.0000	1.0000	2.3597	False	S1
ENSG00000100462.16	3	5	-0.1000	1.1000	0.6000	0.1004	False	S2
ENSG00000084072.17	5	4	0.7719	0.2281	0.5000	0.8192	True	Mixed
ENSG00000163743.14	5	5	0.9053	0.0947	0.8000	2.1812	True	S1
ENSG00000124486.15	11	2	0.6808	0.3192	0.5000	2.4118	True	Mixed
ENSG00000119725.21	3	6	0.2000	0.8000	0.8333	0.0913	False	S2
ENSG00000177098.9	6	2	-1.0000	2.0000	0.5000	0.1857	False	S2
ENSG00000130299.17	4	3	1.0000	0.0000	1.0000	0.0162	False	S1
ENSG00000110713.18	7	4	0.0545	0.9455	0.7500	0.0137	False	S2
ENSG00000078674.20	8	3	0.3063	0.6937	0.6667	0.0782	False	Mixed
ENSG00000107521.21	6	3	-0.3333	1.3333	0.6667	0.2563	False	S2
ENSG00000112972.16	5	2	1.0000	0.0000	1.0000	0.3873	False	S1
ENSG00000100083.20	3	3	-0.3333	1.3333	0.6667	0.0019	False	S2
ENSG00000055130.18	3	2	1.0000	0.0000	1.0000	0.0084	False	S1
ENSG00000163738.19	3	2	1.0000	0.0000	1.0000	0.0112	False	S1
ENSG00000135686.13	6	2	-1.0000	2.0000	0.5000	1.3349	True	S2
ENSG00000159069.14	8	2	-0.2800	1.2800	0.5000	0.0125	True	S2
ENSG00000100335.15	6	2	1.0000	0.0000	1.0000	0.0295	False	S1
ENSG00000156345.18	6	5	-0.2000	1.2000	0.6000	0.2693	False	S2
ENSG00000103275.22	6	3	0.9467	0.0533	1.0000	0.3041	True	S1
ENSG00000179364.15	8	2	-0.2432	1.2432	0.5000	0.2752	False	S2
ENSG00000175221.16	3	2	-1.0000	2.0000	0.5000	0.0033	False	S2
ENSG00000166037.11	3	4	0.0000	1.0000	0.7500	0.1067	False	S2
ENSG00000099783.13	4	4	-0.2963	1.2963	0.5000	0.0022	False	S2
ENSG00000100614.18	4	2	0.3333	0.6667	0.5000	3.2204	False	Mixed
ENSG00000119596.18	4	2	0.4000	0.6000	0.5000	1.6139	True	Mixed
ENSG00000180228.14	12	5	0.5971	0.4029	0.6000	0.8634	True	Mixed
ENSG00000108423.16	4	2	1.0000	0.0000	1.0000	0.0062	True	S1
ENSG00000114439.19	5	4	0.1667	0.8333	0.7500	0.0090	False	S2
ENSG00000005981.13	3	3	-0.3333	1.3333	0.6667	0.1379	True	S2
ENSG00000128591.17	3	3	-0.3333	1.3333	0.6667	0.0148	False	S2
ENSG00000022840.17	3	4	0.0000	1.0000	0.7500	0.0001	True	S2
ENSG00000189403.15	6	12	0.3939	0.6061	0.8333	0.0116	False	Mixed
ENSG00000010803.17	10	3	-0.1667	1.1667	0.3333	0.1862	True	S2
ENSG00000077782.23	21	7	0.2599	0.7401	0.4286	0.0045	True	S2
ENSG00000121864.10	3	5	0.2000	0.8000	0.8000	0.2177	True	S2
ENSG00000163703.20	7	3	0.5817	0.4183	0.3333	0.4360	False	Mixed
ENSG00000084112.15	5	2	-1.0000	2.0000	0.5000	1.2154	True	S2
ENSG00000168621.15	6	4	1.0000	0.0000	1.0000	9.4072	False	S1
ENSG00000179222.18	3	3	1.0000	0.0000	1.0000	0.0023	False	S1
ENSG00000180376.17	7	4	0.8889	0.1111	0.5000	1.1511	False	Mixed
ENSG00000138709.20	5	2	0.6000	0.4000	0.5000	0.6592	False	Mixed
ENSG00000168765.19	3	3	0.6667	0.3333	0.6667	2.5750	False	Mixed
ENSG00000178035.13	4	4	0.1000	0.9000	0.5000	0.1679	False	S2
ENSG00000136758.21	11	3	1.0000	0.0000	1.0000	2.9108	True	S1
ENSG00000118046.18	6	6	0.7333	0.2667	1.0000	0.0210	False	S1
ENSG00000188976.11	4	6	0.3333	0.6667	0.8333	0.4327	False	Mixed
ENSG00000142453.13	5	4	-0.3333	1.3333	0.5000	0.0000	False	S2
ENSG00000162433.15	3	2	1.0000	0.0000	1.0000	0.0597	False	S1
ENSG00000121774.18	3	8	0.0714	0.9286	0.3750	0.1660	False	S2
ENSG00000166949.18	9	19	0.6207	0.3793	0.6316	0.2081	True	Mixed
ENSG00000185591.10	4	16	1.0000	0.0000	1.0000	4.9615	False	S1
ENSG00000171988.20	5	2	0.3684	0.6316	1.0000	0.2269	True	Mixed
ENSG00000183087.15	5	5	0.0222	0.9778	0.8000	0.3184	True	S2
ENSG00000182831.12	3	2	1.0000	0.0000	1.0000	0.1522	False	S1
ENSG00000164684.13	6	4	1.0000	0.0000	1.0000	0.9640	False	S1
ENSG00000197951.11	3	3	-0.3333	1.3333	0.6667	0.0012	True	S2
ENSG00000108021.22	9	2	0.4364	0.5636	0.5000	0.0147	False	Mixed
ENSG00000143549.22	6	2	0.8235	0.1765	1.0000	4.7987	True	S1
ENSG00000184014.9	6	3	0.3725	0.6275	0.6667	2.6965	True	Mixed
ENSG00000214517.10	4	3	-0.3333	1.3333	0.6667	0.0011	False	S2
ENSG00000156873.16	3	6	-0.0667	1.0667	0.6667	0.0032	True	S2
ENSG00000113558.19	4	3	0.6667	0.3333	0.6667	0.3677	False	Mixed
ENSG00000143575.16	3	2	-0.5000	1.5000	0.5000	0.0143	False	S2
ENSG00000146757.14	3	5	-0.2000	1.2000	0.4000	0.0061	True	S2
ENSG00000133561.15	3	2	1.0000	0.0000	1.0000	4.3539	False	S1
ENSG00000182326.17	3	3	1.0000	0.0000	1.0000	0.0693	True	S1
ENSG00000184640.20	19	5	0.8822	0.1178	0.8000	3.9745	True	S1
ENSG00000182175.15	8	2	1.0000	0.0000	1.0000	0.1157	False	S1
ENSG00000185359.14	5	5	0.3333	0.6667	0.8000	0.0003	True	Mixed
ENSG00000182809.11	6	2	1.0000	0.0000	1.0000	1.5296	False	S1
ENSG00000188488.14	3	2	1.0000	0.0000	1.0000	0.0105	False	S1
ENSG00000184371.14	4	5	-0.2000	1.2000	0.6000	0.1080	False	S2
ENSG00000109736.15	3	2	-1.0000	2.0000	0.5000	0.1883	False	S2
ENSG00000183010.17	6	2	1.0000	0.0000	1.0000	3.3249	True	S1
ENSG00000123552.18	3	3	0.6667	0.3333	0.6667	2.4759	True	Mixed
ENSG00000184990.13	3	2	1.0000	0.0000	1.0000	1.1224	False	S1
ENSG00000185515.16	4	2	0.0000	1.0000	0.5000	0.0956	False	S2
ENSG00000185730.8	3	3	1.0000	0.0000	1.0000	0.7259	False	S1
ENSG00000185010.15	4	2	1.0000	0.0000	1.0000	1.7152	False	S1
ENSG00000183230.18	6	3	0.9020	0.0980	1.0000	0.8187	False	S1
ENSG00000183495.15	3	3	0.6667	0.3333	1.0000	1.4707	True	Mixed
ENSG00000170004.19	10	9	0.9259	0.0741	1.0000	3.6488	True	S1
ENSG00000186812.13	3	5	-0.2000	1.2000	0.4000	0.2135	True	S2
ENSG00000135108.16	4	3	-0.3333	1.3333	0.3333	0.6515	True	S2
ENSG00000203485.14	11	3	0.4000	0.6000	0.6667	0.0117	True	Mixed
ENSG00000183486.14	3	4	0.0000	1.0000	0.7500	0.0526	True	S2
ENSG00000132466.20	5	4	0.0526	0.9474	0.7500	0.4524	True	S2
ENSG00000185100.12	5	3	1.0000	0.0000	1.0000	3.4083	False	S1
ENSG00000183479.13	6	6	0.3333	0.6667	0.8333	0.0011	False	Mixed
ENSG00000184787.19	5	3	0.7778	0.2222	0.6667	0.6385	True	Mixed
ENSG00000182944.18	9	5	0.1155	0.8845	0.4000	0.3130	True	S2
ENSG00000100311.17	6	6	1.0000	0.0000	1.0000	0.0117	False	S1
ENSG00000128951.14	5	4	0.7000	0.3000	0.7500	0.6849	False	Mixed
ENSG00000182919.15	6	2	0.0323	0.9677	0.5000	1.0097	False	S2
ENSG00000135164.19	5	3	1.0000	0.0000	1.0000	0.1962	False	S1
ENSG00000185787.16	6	2	1.0000	0.0000	1.0000	0.0364	False	S1
ENSG00000182979.18	3	8	-0.0714	1.0714	0.6250	0.0305	True	S2
ENSG00000185624.16	4	7	0.6190	0.3810	0.5714	0.0131	False	Mixed
ENSG00000183527.12	3	2	0.5000	0.5000	1.0000	2.7382	False	Mixed
ENSG00000182985.19	11	4	-0.1019	1.1019	0.5000	0.0043	True	S2
ENSG00000183621.15	6	4	0.1935	0.8065	0.7500	0.0616	True	S2
ENSG00000111011.18	4	2	-0.7778	1.7778	0.5000	0.4501	False	S2
ENSG00000184719.13	3	2	-0.5000	1.5000	0.5000	0.0243	False	S2
ENSG00000184916.9	6	3	-0.3333	1.3333	0.6667	0.0005	False	S2
ENSG00000099901.18	3	3	1.0000	0.0000	1.0000	0.6257	False	S1
ENSG00000182923.20	16	2	-0.0178	1.0178	0.5000	0.1123	False	S2
ENSG00000182473.22	7	2	0.3208	0.6792	0.5000	1.1852	False	Mixed
ENSG00000156531.18	3	5	0.2000	0.8000	0.8000	0.0002	False	S2
ENSG00000058673.17	7	4	0.0000	1.0000	0.7500	0.8007	False	S2
ENSG00000173482.17	3	3	0.1667	0.8333	0.6667	0.0007	False	S2
ENSG00000169756.17	8	3	0.5341	0.4659	0.6667	0.0175	False	Mixed
ENSG00000185896.11	6	3	1.0000	0.0000	1.0000	0.9294	False	S1
ENSG00000182718.18	10	4	0.8553	0.1447	0.5000	0.1142	False	Mixed
ENSG00000185482.8	3	2	-0.5000	1.5000	0.5000	0.0131	True	S2
ENSG00000123416.15	3	5	-0.2000	1.2000	0.6000	0.0004	False	S2
ENSG00000183963.19	6	2	1.0000	0.0000	1.0000	2.0545	True	S1
ENSG00000184432.11	10	2	0.0062	0.9938	0.5000	0.4590	True	S2
ENSG00000186814.15	4	4	1.0000	0.0000	1.0000	3.1441	False	S1
ENSG00000184281.15	3	2	-1.0000	2.0000	0.5000	0.0006	False	S2
ENSG00000172270.22	5	3	0.4386	0.5614	0.6667	0.0768	False	Mixed
ENSG00000185437.16	5	2	1.0000	0.0000	1.0000	0.7828	False	S1
ENSG00000184271.18	3	8	0.1429	0.8571	0.7500	0.0510	False	S2
ENSG00000171791.14	4	7	0.0476	0.9524	0.7143	0.0210	True	S2
ENSG00000115306.17	4	7	0.7333	0.2667	0.5714	1.9771	True	Mixed
ENSG00000126858.19	5	6	0.3600	0.6400	0.3333	0.0664	False	Mixed
ENSG00000198453.15	9	4	0.5229	0.4771	0.5000	0.9882	True	Mixed
ENSG00000153914.16	3	3	1.0000	0.0000	1.0000	9.0663	True	S1
ENSG00000094631.22	7	8	-0.0714	1.0714	0.6250	0.0237	True	S2
ENSG00000162302.13	4	6	-0.2000	1.2000	0.5000	0.0003	True	S2
ENSG00000143776.20	5	7	0.4286	0.5714	0.4286	1.1985	True	Mixed
ENSG00000186439.16	6	4	0.7143	0.2857	0.7500	1.3675	False	Mixed
ENSG00000119314.16	3	3	0.6667	0.3333	0.6667	0.0077	False	Mixed
ENSG00000189079.18	4	2	1.0000	0.0000	1.0000	3.2309	True	S1
ENSG00000184470.21	5	4	-0.1481	1.1481	0.5000	0.0756	True	S2
ENSG00000127329.16	3	2	-1.0000	2.0000	0.5000	1.6265	True	S2
ENSG00000166579.16	5	3	0.7778	0.2222	0.6667	0.3806	False	Mixed
ENSG00000158636.17	4	2	0.3333	0.6667	0.5000	0.0027	False	Mixed
ENSG00000126777.18	7	3	-0.1795	1.1795	0.6667	0.7386	False	S2
ENSG00000186298.12	3	6	0.2333	0.7667	0.8333	0.0016	False	S2
ENSG00000161791.14	4	4	1.0000	0.0000	1.0000	0.0134	True	S1
ENSG00000133454.16	4	2	0.3333	0.6667	0.5000	5.5864	True	Mixed
ENSG00000115524.17	4	3	1.0000	0.0000	1.0000	0.1003	False	S1
ENSG00000186815.13	6	4	0.0000	1.0000	0.7500	0.0137	False	S2
ENSG00000184381.20	3	3	1.0000	0.0000	1.0000	0.0258	True	S1
ENSG00000242110.9	3	2	1.0000	0.0000	1.0000	47.2526	False	S1
ENSG00000069667.16	3	8	0.7857	0.2143	0.7500	5.9955	True	Mixed
ENSG00000042088.14	3	2	1.0000	0.0000	1.0000	0.0034	False	S1
ENSG00000109906.15	19	11	0.2968	0.7032	0.4545	0.0964	True	S2
ENSG00000130985.17	3	2	0.5000	0.5000	0.5000	0.0352	True	Mixed
ENSG00000092199.19	6	4	-0.0333	1.0333	0.5000	0.0012	False	S2
ENSG00000188785.13	6	2	1.0000	0.0000	1.0000	0.0018	True	S1
ENSG00000116221.15	3	2	1.0000	0.0000	1.0000	34.9474	False	S1
ENSG00000213523.12	3	2	-1.0000	2.0000	0.5000	0.0081	False	S2
ENSG00000155506.19	4	3	-0.3333	1.3333	0.6667	0.0159	False	S2
ENSG00000070476.15	5	3	0.9167	0.0833	0.6667	0.6822	True	Mixed
ENSG00000185650.10	6	4	0.0000	1.0000	0.7500	0.0019	True	S2
ENSG00000071205.12	6	2	-0.9355	1.9355	0.5000	0.2408	True	S2
ENSG00000135924.17	6	2	-1.0000	2.0000	0.5000	0.0195	True	S2
ENSG00000158290.19	7	2	0.1667	0.8333	1.0000	0.0040	True	S2
ENSG00000221926.13	6	4	0.4667	0.5333	0.5000	0.9703	True	Mixed
ENSG00000168509.20	4	2	-0.7778	1.7778	0.5000	0.1599	False	S2
ENSG00000168488.19	3	4	-0.0833	1.0833	0.5000	0.0008	False	S2
ENSG00000109606.13	3	5	0.8000	0.2000	1.0000	2.0582	True	S1
ENSG00000075420.13	4	2	1.0000	0.0000	1.0000	0.7459	True	S1
ENSG00000133121.21	3	3	0.6667	0.3333	1.0000	0.0532	True	Mixed
ENSG00000112530.13	3	3	1.0000	0.0000	1.0000	0.0212	False	S1
ENSG00000079819.20	6	3	0.0196	0.9804	0.6667	0.3688	True	S2
ENSG00000167685.15	4	4	0.0000	1.0000	0.7500	0.0002	True	S2
ENSG00000169764.16	7	2	0.4444	0.5556	1.0000	0.6140	False	Mixed
ENSG00000054611.14	6	3	-0.3333	1.3333	0.6667	0.0001	False	S2
ENSG00000173598.14	7	2	-1.0000	2.0000	0.5000	0.0549	True	S2
ENSG00000123933.17	3	4	0.0000	1.0000	0.7500	0.0184	False	S2
ENSG00000155096.15	11	2	1.0000	0.0000	1.0000	0.5353	False	S1
ENSG00000083312.19	4	3	0.8667	0.1333	1.0000	0.0099	False	S1
ENSG00000163939.19	6	2	0.8235	0.1765	1.0000	0.5982	False	S1
ENSG00000126226.22	6	3	-0.3333	1.3333	0.6667	0.0350	True	S2
ENSG00000157020.18	3	3	0.6667	0.3333	0.6667	0.0491	False	Mixed
ENSG00000146457.16	10	2	-0.6000	1.6000	0.5000	0.0622	False	S2
ENSG00000122482.22	4	2	1.0000	0.0000	1.0000	16.0255	True	S1
ENSG00000123415.16	8	2	-0.2000	1.2000	1.0000	0.0716	False	S2
ENSG00000160908.15	3	4	1.0000	0.0000	1.0000	0.1348	True	S1
ENSG00000121057.13	3	3	1.0000	0.0000	1.0000	0.4140	False	S1
ENSG00000119383.21	5	4	0.9500	0.0500	1.0000	7.4899	False	S1
ENSG00000119760.16	4	3	0.1111	0.8889	0.6667	0.0711	False	S2
ENSG00000142599.20	10	5	0.4000	0.6000	0.8000	0.3705	False	Mixed
ENSG00000164683.19	4	9	0.6389	0.3611	0.5556	0.3481	True	Mixed
ENSG00000039319.17	4	2	1.0000	0.0000	1.0000	2.3770	True	S1
ENSG00000182621.19	3	6	1.0000	0.0000	1.0000	0.9182	True	S1
ENSG00000068305.19	9	15	0.3610	0.6390	0.6000	0.0431	False	Mixed
ENSG00000088367.23	11	3	0.8261	0.1739	0.6667	0.0191	True	Mixed
ENSG00000055917.17	4	2	-0.3333	1.3333	0.5000	0.1727	False	S2
ENSG00000125812.16	4	4	1.0000	0.0000	1.0000	10.1080	False	S1
ENSG00000165675.20	4	3	0.8519	0.1481	0.6667	0.0209	False	Mixed
ENSG00000172943.21	5	4	1.0000	0.0000	1.0000	0.0027	False	S1
ENSG00000189190.11	4	3	-0.3333	1.3333	0.6667	0.0124	False	S2
ENSG00000108465.15	7	3	-0.0980	1.0980	0.6667	0.0010	False	S2
ENSG00000186575.20	11	3	1.0000	0.0000	1.0000	0.0718	True	S1
ENSG00000179403.12	3	3	1.0000	0.0000	1.0000	0.6481	True	S1
ENSG00000168003.19	8	5	0.9288	0.0712	0.6000	2.3273	False	Mixed
ENSG00000109654.16	10	4	0.0000	1.0000	0.7500	0.0069	False	S2
ENSG00000189221.11	7	2	-0.9630	1.9630	0.5000	0.4336	True	S2
ENSG00000182568.18	6	11	-0.0909	1.0909	0.5455	0.0008	True	S2
ENSG00000157540.22	15	9	0.2613	0.7387	0.5556	0.0053	False	S2
ENSG00000007866.22	3	6	1.0000	0.0000	1.0000	2.3821	False	S1
ENSG00000142661.19	4	3	1.0000	0.0000	1.0000	0.1441	False	S1
ENSG00000121390.19	3	3	-0.3333	1.3333	0.6667	0.0092	False	S2
ENSG00000117523.18	5	2	1.0000	0.0000	1.0000	5.0564	False	S1
ENSG00000148334.16	6	2	0.6364	0.3636	0.5000	0.3584	False	Mixed
ENSG00000069869.17	7	6	0.2487	0.7513	0.5000	0.1197	True	S2
ENSG00000188846.14	6	4	0.8788	0.1212	0.5000	3.0528	False	Mixed
ENSG00000011422.12	3	5	-0.1000	1.1000	0.6000	0.0056	False	S2
ENSG00000155366.17	7	4	0.7000	0.3000	0.7500	0.1285	True	Mixed
ENSG00000130024.15	6	3	0.8788	0.1212	1.0000	0.1219	True	S1
ENSG00000176986.16	6	2	-1.0000	2.0000	0.5000	0.0006	False	S2
ENSG00000065029.15	4	7	0.0476	0.9524	0.7143	0.0056	True	S2
ENSG00000128641.19	3	4	0.2500	0.7500	0.5000	0.0013	False	S2
ENSG00000124356.17	13	2	0.8006	0.1994	0.5000	0.1577	True	Mixed
ENSG00000188895.12	6	3	-0.3725	1.3725	0.3333	0.0971	False	S2
ENSG00000150991.16	4	3	-0.2000	1.2000	0.6667	0.1163	False	S2
ENSG00000188042.8	3	3	-0.3333	1.3333	0.6667	0.0010	False	S2
ENSG00000187764.12	5	6	-0.0667	1.0667	0.6667	0.0233	True	S2
ENSG00000170242.19	4	2	1.0000	0.0000	1.0000	0.0230	True	S1
ENSG00000187486.7	5	3	0.0526	0.9474	0.6667	1.4406	False	S2
ENSG00000110321.19	3	4	0.0000	1.0000	0.7500	0.0290	False	S2
ENSG00000151148.14	4	3	-0.3333	1.3333	0.6667	2.0174	False	S2
ENSG00000148498.17	18	2	0.3725	0.6275	0.5000	0.2954	True	Mixed
ENSG00000081189.17	8	14	0.0727	0.9273	0.2857	0.0158	False	S2
ENSG00000145868.17	3	2	0.5000	0.5000	0.5000	0.0108	False	Mixed
ENSG00000188807.13	4	2	1.0000	0.0000	1.0000	0.0268	False	S1
ENSG00000168334.9	4	4	1.0000	0.0000	1.0000	0.2827	False	S1
ENSG00000188229.6	3	3	1.0000	0.0000	1.0000	0.0930	True	S1
ENSG00000149532.16	3	4	1.0000	0.0000	1.0000	0.0089	False	S1
ENSG00000163349.22	8	6	1.0000	0.0000	1.0000	5.9254	True	S1
ENSG00000080845.19	3	2	1.0000	0.0000	1.0000	0.0016	False	S1
ENSG00000166347.19	3	2	0.5000	0.5000	0.5000	0.3230	False	Mixed
ENSG00000101558.14	3	6	1.0000	0.0000	1.0000	0.0413	False	S1
ENSG00000120833.14	9	2	1.0000	0.0000	1.0000	0.0017	True	S1
ENSG00000181220.18	6	5	-0.1000	1.1000	0.6000	0.0024	True	S2
ENSG00000113448.21	7	3	0.9245	0.0755	0.6667	0.4854	True	Mixed
ENSG00000173230.17	17	3	0.6881	0.3119	0.6667	0.8546	False	Mixed
ENSG00000160208.13	5	3	-0.3333	1.3333	0.6667	0.0435	False	S2
ENSG00000248333.9	4	6	0.7778	0.2222	1.0000	0.0050	False	S1
ENSG00000185630.20	10	11	0.8446	0.1554	0.7273	1.6693	True	Mixed
ENSG00000130816.17	3	5	1.0000	0.0000	1.0000	4.6842	True	S1
ENSG00000101294.20	5	3	0.9298	0.0702	1.0000	8.3539	False	S1
ENSG00000116791.14	3	4	1.0000	0.0000	1.0000	0.1801	True	S1
ENSG00000135486.19	9	6	0.2080	0.7920	0.5000	0.2866	True	S2
ENSG00000187609.16	4	2	1.0000	0.0000	1.0000	1.9710	True	S1
ENSG00000124214.21	6	3	0.6989	0.3011	0.6667	0.1108	True	Mixed
ENSG00000105974.13	5	11	0.1273	0.8727	0.7273	0.0407	False	S2
ENSG00000179348.13	5	11	1.0000	0.0000	1.0000	0.1021	False	S1
ENSG00000128309.18	4	2	-0.7778	1.7778	0.5000	1.5290	False	S2
ENSG00000188529.15	10	4	0.7846	0.2154	0.5000	4.2520	True	Mixed
ENSG00000050405.14	8	3	0.6466	0.3534	0.6667	0.2475	False	Mixed
ENSG00000197912.16	4	4	-0.0333	1.0333	0.5000	0.0178	True	S2
ENSG00000172977.13	5	4	0.2500	0.7500	0.5000	0.8007	False	S2
ENSG00000164081.13	5	2	1.0000	0.0000	1.0000	0.1973	False	S1
ENSG00000058668.16	6	5	-0.2000	1.2000	0.6000	0.6381	True	S2
ENSG00000135387.21	3	4	0.0000	1.0000	0.7500	0.0060	False	S2
ENSG00000163491.18	4	4	0.6667	0.3333	0.7500	2.9768	False	Mixed
ENSG00000107331.18	6	3	-0.0000	1.0000	0.6667	0.0457	True	S2
ENSG00000184481.18	5	12	-0.0909	1.0909	0.5000	0.0021	True	S2
ENSG00000073712.15	5	5	0.5600	0.4400	0.6000	1.3502	True	Mixed
ENSG00000138777.20	4	2	0.2000	0.8000	0.5000	0.3692	False	S2
ENSG00000133030.22	8	3	-0.3333	1.3333	0.3333	0.0267	True	S2
ENSG00000008083.14	4	3	1.0000	0.0000	1.0000	2.8799	False	S1
ENSG00000141905.19	14	6	0.6730	0.3270	0.8333	0.1934	True	Mixed
ENSG00000178149.17	3	2	1.0000	0.0000	1.0000	4.1427	False	S1
ENSG00000135047.16	5	2	-1.0000	2.0000	0.5000	0.0001	False	S2
ENSG00000185760.18	5	2	-0.1000	1.1000	0.5000	1.7486	True	S2
ENSG00000140092.16	4	4	-0.2333	1.2333	0.5000	0.0381	False	S2
